Unnamed: 0.1,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,QED,mol
113,172,CC1=CC=C(O1)C(=O)N(CC2=NC=3C=CC=CC3C(=O)N2)C(C)C,Z28462307,325.363,325.363,1.471,-4.311,1,3,74.91,5,https://real.enamine.net/public-enum-files/Z28462307,0.7997206651293973,<rdkit.Chem.rdchem.Mol object at 0x1430fd690>
114,173,O=C(NC=1C=CC=C2C=CC=NC12)C=3C=C(Cl)C=C(Cl)C3,Z28487409,317.169,317.169,4.679,-5.639,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z28487409,0.7378838545903311,<rdkit.Chem.rdchem.Mol object at 0x1430fd700>
115,174,CN1C=CC(=CC1=O)CN2N=NN(C2=O)C=3C=CC=CC3Cl,Z654447042,317.731,317.731,1.839,-2.69,0,4,68.58,3,https://real.enamine.net/public-enum-files/Z654447042,0.7168545762611745,<rdkit.Chem.rdchem.Mol object at 0x1430fd770>
116,175,N#CC=1C=CC=CC1CN2N=NC(=N2)C=3C=CC(Cl)=CC3Cl,Z1729848473,330.171,330.171,4.198,-5.458,0,4,67.39,3,,0.7362108894205762,<rdkit.Chem.rdchem.Mol object at 0x1430fd7e0>
117,178,O=C(NC1CC1)C=2C=CSC2NC(=O)C=3C=NC=4C=CC=CC4N3,Z872277506,338.386,338.386,2.51,-4.082,2,4,83.98,6,https://real.enamine.net/public-enum-files/Z872277506,0.7660168624033143,<rdkit.Chem.rdchem.Mol object at 0x1430fd850>
118,180,COC=1N=C(C)C=C(C)C1CNC=2C=CC(=NN2)N3C=CC(C)=N3,Z1238970793,324.381,324.381,2.95,-3.06,1,6,77.75,5,https://real.enamine.net/public-enum-files/Z1238970793,0.7771071053428044,<rdkit.Chem.rdchem.Mol object at 0x1430fd8c0>
119,182,CCC(C=1C=CC=CC1)S(=O)CC2=CN3C(C)=CC=CC3=N2,Z1521588595,312.431,312.431,2.659,-3.463,0,2,34.37,5,https://real.enamine.net/public-enum-files/Z1521588595,0.7122670739115884,<rdkit.Chem.rdchem.Mol object at 0x1430fd930>
122,187,CC=1C=CC(=CC1)NC=2N=C(N)N=C(CN3CCC4=CC=CC=C43)N2,Z52663956,332.403,332.403,4.439,-5.603,2,6,79.96,4,https://real.enamine.net/public-enum-files/Z52663956,0.7641788646681412,<rdkit.Chem.rdchem.Mol object at 0x1430fda80>
123,188,COC=1C=CC(=CC1)CC2=NN=C(O2)SC=3N=C(C)N=C(C)C3C,Z1425891455,342.417,342.417,2.611,-4.274,0,5,73.93,5,https://real.enamine.net/public-enum-files/Z1425891455,0.6565542105763387,<rdkit.Chem.rdchem.Mol object at 0x1430fdaf0>
124,189,O=C(C1=CN(CC=2C=CC=CC2)N=N1)N3CCCC4=CC(=CC=C43)C(F)(F)F,Z339382092,386.371,386.371,3.476,-5.087,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z339382092,0.6852457285422839,<rdkit.Chem.rdchem.Mol object at 0x1430fdb60>
125,190,CN(CC=1C=CC=CC1)C(=O)C=2C=CC=CC2OCC3CCCO3,Z169536188,325.402,325.402,3.38,-4.138,0,3,38.77,7,https://real.enamine.net/public-enum-files/Z169536188,0.8155721551253942,<rdkit.Chem.rdchem.Mol object at 0x1430fdbd0>
126,192,CCN(C(=O)C=1C=NN(C1)CC2=CC=CC=C2Cl)C=3C=CC=CC3C,Z297026580,353.846,353.846,4.078,-4.808,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z297026580,0.6739937423476109,<rdkit.Chem.rdchem.Mol object at 0x1430fdc40>
128,195,NC(=O)C=1C=CC=CC1OCC=2C=CC(Cl)=C3C=CC=NC23,Z406391200,312.751,312.751,3.197,-4.823,1,3,65.21,4,https://real.enamine.net/public-enum-files/Z406391200,0.8006552245124515,<rdkit.Chem.rdchem.Mol object at 0x1430fdd20>
129,196,O=C(NC=1C=CC=CC1)C=2C=CC=C(C2)CN3CCC=4C=CC=CC4C3,Z729191410,342.435,342.435,4.537,-4.92,1,2,32.34,4,https://real.enamine.net/public-enum-files/Z729191410,0.7571457451299557,<rdkit.Chem.rdchem.Mol object at 0x1430fdd90>
130,197,COCC1=C(SC=2C=CC=C(F)C12)C(=O)N(C)CC=3C=C(C)C=CC3OC,Z95869298,387.47,387.47,4.339,-5.67,0,3,38.77,6,https://real.enamine.net/public-enum-files/Z95869298,0.6111991701949093,<rdkit.Chem.rdchem.Mol object at 0x1430fde00>
131,198,CN1CCN(C(=O)C=2C=NN(C2)CC=3C=CC=CC3Cl)C(C1)C=4C=CC=CC4,Z169665764,394.898,394.898,4.399,-3.888,0,3,41.37,4,https://real.enamine.net/public-enum-files/Z169665764,0.6769073099460925,<rdkit.Chem.rdchem.Mol object at 0x1430fde70>
132,200,CC1=C(C=NN1C=2C=CC=C(C2)C(F)(F)F)C(=O)NC=3C=CC=CC3F,Z240164216,363.31,363.31,3.594,-4.965,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z240164216,0.6920653502696942,<rdkit.Chem.rdchem.Mol object at 0x1430fdee0>
133,201,CCN(CC1=NC=CN1CC=2C=CC=CC2)C=3C=C(C)C=CC3C,Z729618232,319.444,319.444,4.965,-3.94,0,2,21.06,6,https://real.enamine.net/public-enum-files/Z729618232,0.6631651730342979,<rdkit.Chem.rdchem.Mol object at 0x1430fdf50>
135,204,CCC1=NC(CN2N=NC(=N2)C=3C=CC(Br)=CC3)=NO1,Z803227394,335.16,335.16,2.462,-3.425,0,5,82.52,4,,0.7260771458045029,<rdkit.Chem.rdchem.Mol object at 0x1430fe030>
136,205,CC=1N=CC=2CCN(CC3=NC=CN3CC=4C=CC=CC4)CC2N1,Z1139232607,319.404,319.404,1.437,-1.01,0,4,46.84,4,https://real.enamine.net/public-enum-files/Z1139232607,0.7414326830337165,<rdkit.Chem.rdchem.Mol object at 0x1430fe0a0>
137,206,CN(CC=1C=CC=CC1)C(=O)C2=CN(C)C=3C=CC=CC23,Z89293365,278.349,278.349,3.434,-3.56,0,1,25.24,4,https://real.enamine.net/public-enum-files/Z89293365,0.7200791491368947,<rdkit.Chem.rdchem.Mol object at 0x1430fe110>
138,208,CC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3C=CN=C(C3)N4C=NC=N4,Z730749218,362.41,362.41,2.22,-6.258,1,5,85.59,4,https://real.enamine.net/public-enum-files/Z730749218,0.6016385082645906,<rdkit.Chem.rdchem.Mol object at 0x1430fe180>
139,209,CN(CC=1C=CC=CC1F)C(=O)C=2C=NN(C2C(F)(F)F)C=3C=CC(=O)NN3,Z317572390,395.312,395.312,0.749,-4.73,1,4,79.59,6,https://real.enamine.net/public-enum-files/Z317572390,0.6879218489194338,<rdkit.Chem.rdchem.Mol object at 0x1430fe1f0>
140,211,CC1=NN=C(CSC2=NN=C(CC=3C(F)=CC=CC3Cl)O2)O1,Z1066337752,340.762,340.762,0.405,-3.983,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066337752,0.6581412593182272,<rdkit.Chem.rdchem.Mol object at 0x1430fe260>
141,212,CCN1C(=NN=C1C=2C=CC=CC2OC)SCC3=NC(C)=C(C)O3,Z785914624,344.433,344.433,1.607,-4.184,0,4,65.97,6,https://real.enamine.net/public-enum-files/Z785914624,0.6324853541610768,<rdkit.Chem.rdchem.Mol object at 0x1430fe2d0>
142,215,CC(C)CN1N=CC=2C=C(C=NC21)C(=O)NC3=NC(=CS3)C(F)(F)F,Z966099900,369.367,369.367,2.84,-4.801,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z966099900,0.7589121493135166,<rdkit.Chem.rdchem.Mol object at 0x1430fe340>
143,217,O=C(NCC1=CN(CC=2C=CC=CC2)N=C1C=3C=CC=CC3)C4CCOC4,Z875429826,361.438,361.438,2.944,-3.856,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z875429826,0.7332071685009843,<rdkit.Chem.rdchem.Mol object at 0x1430fe3b0>
145,219,CC1=NOC(C)=C1CC(=O)NC=2C=NN(C2)CC=3C=CC=CC3,Z757944620,310.351,310.351,1.596,-1.628,1,3,72.95,6,https://real.enamine.net/public-enum-files/Z757944620,0.7861536954403892,<rdkit.Chem.rdchem.Mol object at 0x1430fe490>
146,221,CC1=NOC(=N1)C(C)SC2=NN=C(CC3=CC=CS3)O2,Z1066358460,308.382,308.382,0.864,-3.6,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066358460,0.6692310025376971,<rdkit.Chem.rdchem.Mol object at 0x1430fe500>
147,222,CC=1C=CC(=CC1)C2=NN=C(CN3C=C(C=CC3=O)C(F)(F)F)O2,Z359518184,335.281,335.281,1.831,-4.226,0,3,59.23,4,https://real.enamine.net/public-enum-files/Z359518184,0.7369236014692265,<rdkit.Chem.rdchem.Mol object at 0x1430fe570>
148,223,O=S(CC=1C=CC=C(Cl)C1)CC=2C=CC=C3OCCOC23,Z1137997013,322.808,322.808,2.695,-4.08,0,3,35.53,4,https://real.enamine.net/public-enum-files/Z1137997013,0.8630960021458473,<rdkit.Chem.rdchem.Mol object at 0x1430fe5e0>
149,224,C=1C=CN2C(=NN=C2C1)C3CCN(CC3)C=4N=CC=CN4,Z94840893,280.329,280.329,0.613,-2.634,0,5,59.21,2,https://real.enamine.net/public-enum-files/Z94840893,0.7173097449853868,<rdkit.Chem.rdchem.Mol object at 0x1430fe650>
150,225,O=C1C(CCN1C=2C=CC(=CC2)C(F)(F)F)NC=3N=CC=CN3,Z1199275324,322.286,322.286,2.939,-4.58,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z1199275324,0.9438427807833568,<rdkit.Chem.rdchem.Mol object at 0x1430fe6c0>
151,226,O=C(NC=1C=CC(=CC1)OC(F)(F)F)N2CCC=3C=CC=CC3C2,Z409840944,336.309,336.309,3.722,-5.221,1,2,41.57,5,https://real.enamine.net/public-enum-files/Z409840944,0.8939763577113304,<rdkit.Chem.rdchem.Mol object at 0x1430fe730>
152,228,COC=1C=CC(=CC1)C2=CSC=3N=C(NC(=O)C23)C=4N=CC=CN4,Z732599104,336.37,336.37,1.89,-5.797,1,5,76.47,3,,0.6215546454561495,<rdkit.Chem.rdchem.Mol object at 0x1430fe7a0>
155,232,CCN1C=C(C=N1)NC(=O)C2(CC2)C=3C=CC=C(C3)C(F)(F)F,Z1068314822,323.314,323.314,2.977,-2.728,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1068314822,0.9344671581678102,<rdkit.Chem.rdchem.Mol object at 0x1430fe8f0>
157,234,CC1=NN(CN(C)CC=2C=CC=CC2)C(=S)N1C=3C=CC=CC3,Z44093216,324.445,324.445,3.671,-4.862,0,2,22.08,5,,0.6677442123927612,<rdkit.Chem.rdchem.Mol object at 0x1430fe960>
158,236,O=C(CC=1C=CC(Cl)=CC1)N2CCCN(CC3=CSC=N3)CC2,Z1069965744,349.88,349.88,2.412,-3.031,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z1069965744,0.8507394914222776,<rdkit.Chem.rdchem.Mol object at 0x1430fe9d0>
159,237,CC=1OC=NC1C2=NOC(=N2)C3(CC3)C=4C=CC=CC4,Z1891539064,267.283,267.283,1.815,-2.284,0,3,64.95,3,https://real.enamine.net/public-enum-files/Z1891539064,0.7291002015676511,<rdkit.Chem.rdchem.Mol object at 0x1430fea40>
160,238,CC1=CC=C(O1)C2=NC(=CS2)C(=O)NC=3N=CC(Br)=CC3C,Z1458947489,378.245,378.245,3.722,-4.959,1,3,68.02,4,https://real.enamine.net/public-enum-files/Z1458947489,0.7322605476250078,<rdkit.Chem.rdchem.Mol object at 0x1430feab0>
161,240,O=C(CN1CCN(CC=2C=CC=CC2F)CC1)N3CCCC=4C=CC=CC43,Z46506369,367.461,367.461,4.523,-3.538,0,3,26.79,4,https://real.enamine.net/public-enum-files/Z46506369,0.8313955901913944,<rdkit.Chem.rdchem.Mol object at 0x1430feb20>
162,241,O=C(CN1CCN(CC1)C(=O)C2CC2)NC=3C=C(Cl)C=CC3Cl,Z46519860,356.247,356.247,2.381,-3.53,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z46519860,0.901979838644716,<rdkit.Chem.rdchem.Mol object at 0x1430feb90>
163,243,O=C(NCC1CCN(C1)C2CC2)C3CC3C=4C=CC(F)=CC4F,Z1190952071,320.378,320.378,1.792,-2.717,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1190952071,0.9045276341646074,<rdkit.Chem.rdchem.Mol object at 0x1430fec00>
164,244,COC=1C=CC=2N=C(C=CC=3C=CC(F)=CC3)SC2C1,Z46621139,285.338,285.338,5.213,-4.29,0,2,22.12,3,https://real.enamine.net/public-enum-files/Z46621139,0.7005261461320831,<rdkit.Chem.rdchem.Mol object at 0x1430fec70>
165,245,COC=1C=CC=C(C1)CC2CCCN2C(=O)C3CC(=O)N(C)C3,Z739616376,316.396,316.396,2.501,-2.37,0,3,49.85,5,https://real.enamine.net/public-enum-files/Z739616376,0.8494993680842037,<rdkit.Chem.rdchem.Mol object at 0x1430fece0>
166,246,CC=1C=CC(C)=C(C1)CNC2=CC=C3N=C4CCCN4C(=O)C3=C2,Z739469514,319.401,319.401,3.822,-4.4,1,3,44.7,3,https://real.enamine.net/public-enum-files/Z739469514,0.8025855291197262,<rdkit.Chem.rdchem.Mol object at 0x1430fed50>
167,247,CC(NC(=O)N1CCS(=O)(=O)CC1)C=2C=CC=NC2,Z1918801900,283.348,283.348,-0.859,-1.145,1,4,79.37,4,https://real.enamine.net/public-enum-files/Z1918801900,0.8609042875420758,<rdkit.Chem.rdchem.Mol object at 0x1430fedc0>
168,248,CC1=CC=C(CC(C)NC(=O)N2CCS(=O)(=O)CC2)S1,Z1241918972,316.442,316.442,1.092,-2.833,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z1241918972,0.917112949319304,<rdkit.Chem.rdchem.Mol object at 0x1430fee30>
169,249,CC=1C=CC=C(NCC2=NC(=NO2)C(C)C)C1C,Z267176922,245.321,245.321,2.586,-3.023,1,3,50.95,4,https://real.enamine.net/public-enum-files/Z267176922,0.8962723343851278,<rdkit.Chem.rdchem.Mol object at 0x1430feea0>
170,250,N#CC=1C=C(F)C=CC1N2CCN(CC2)C=3N=CC=CC3C(N)=O,Z1343285880,325.341,325.341,1.824,-3.831,1,5,86.25,3,https://real.enamine.net/public-enum-files/Z1343285880,0.9244046836983202,<rdkit.Chem.rdchem.Mol object at 0x1430fef10>
172,252,O=C(NC1CC1)C2CCN(CC2)C(=O)C3(CC3)C=4C=CC=CC4,Z740533926,312.407,312.407,0.776,-2.58,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z740533926,0.9267209949863514,<rdkit.Chem.rdchem.Mol object at 0x1430feff0>
173,253,COCC1(O)CCN(CC1)C(=O)C=2C=CC=C(C2)N3C=CN=N3,Z1531370236,316.356,316.356,-0.169,-2.089,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z1531370236,0.9055293789876464,<rdkit.Chem.rdchem.Mol object at 0x1430ff060>
174,254,O=C(NC=1C=C2OCOC2=CC1Cl)C3=CC=C(O3)C=4C=CC(F)=CC4,Z169847564,359.736,359.736,4.131,-6.758,1,3,60.7,4,https://real.enamine.net/public-enum-files/Z169847564,0.7346715256737365,<rdkit.Chem.rdchem.Mol object at 0x1430ff0d0>
176,256,O=C(CN1CCC(CC1)C(=O)NC2CC2)N3CCC=4C=CC=CC43,Z739984398,327.422,327.422,1.034,-2.4,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z739984398,0.9131484688466466,<rdkit.Chem.rdchem.Mol object at 0x1430ff1b0>
178,258,CC1=CC=C(S1)C(=O)N2CCN(CCCC=3C=CC=CC3)CC2,Z740065574,328.474,328.474,3.965,-4.253,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z740065574,0.83919236096046,<rdkit.Chem.rdchem.Mol object at 0x1430ff290>
180,260,CN1CCCC1CNCC=2C=CC=CC2OCC(=O)N3CCCC3,Z840222440,331.453,331.453,1.988,-1.938,1,4,44.81,8,https://real.enamine.net/public-enum-files/Z840222440,0.8284401063500985,<rdkit.Chem.rdchem.Mol object at 0x1430ff370>
181,261,O=C(C1=CC=2C=C(Cl)C=CC2O1)N3CCN(CC=4C=CC=CN4)CC3,Z165062072,355.818,355.818,2.888,-4.193,0,3,49.58,4,https://real.enamine.net/public-enum-files/Z165062072,0.7218060589301794,<rdkit.Chem.rdchem.Mol object at 0x1430ff3e0>
182,262,CN(C)C1CCN(CC1)S(=O)(=O)C2=CC=C3NC(=O)CCC3=C2,Z414480224,337.439,337.439,0.839,-2.11,1,4,69.72,3,https://real.enamine.net/public-enum-files/Z414480224,0.9021575333357276,<rdkit.Chem.rdchem.Mol object at 0x1430ff450>
183,263,CN1C=C(C=N1)S(=O)(=O)NC(C=2C=CC=CC2)C(C)(C)C,Z740857066,307.413,307.413,3.033,-2.238,1,3,63.99,5,https://real.enamine.net/public-enum-files/Z740857066,0.9435646883820132,<rdkit.Chem.rdchem.Mol object at 0x1430ff4c0>
184,264,O=C(NC=1C=CC=C(C1)OC2CCCC2)C=3C=CC=CC3F,Z318181766,299.34,299.34,4.03,-5.002,1,2,38.33,5,https://real.enamine.net/public-enum-files/Z318181766,0.9084031437290404,<rdkit.Chem.rdchem.Mol object at 0x1430ff530>
185,265,CC(C)N(C)C(=O)C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2,Z909141298,327.422,327.422,2.293,-4.14,1,2,56.41,5,https://real.enamine.net/public-enum-files/Z909141298,0.9422299003590312,<rdkit.Chem.rdchem.Mol object at 0x1430ff5a0>
187,267,CS(=O)(=O)N1CCCC(C1)C(=O)NCC2COC3=CC=CC=C3O2,Z243245030,354.423,354.423,1.619,-2.97,1,5,84.94,5,https://real.enamine.net/public-enum-files/Z243245030,0.856522822444985,<rdkit.Chem.rdchem.Mol object at 0x1430ff680>
188,268,CCC(=O)N(C)C1CCN(CC1)C=2N=CN=C3C=CC=CC23,Z1129748919,298.384,298.384,1.055,-3.75,0,4,49.33,3,https://real.enamine.net/public-enum-files/Z1129748919,0.8732035393443703,<rdkit.Chem.rdchem.Mol object at 0x1430ff6f0>
190,270,O=C(C=1N=C(C2CC2)N3C=CC=CC13)N4CC(CO)C4,Z1728176018,271.315,271.315,-0.465,-2.134,1,3,57.84,3,https://real.enamine.net/public-enum-files/Z1728176018,0.9144674675527584,<rdkit.Chem.rdchem.Mol object at 0x1430ff7d0>
191,271,O=C(NC1CCN2CCCCC12)C=3C=CC=C(Cl)C3,Z423020570,278.777,278.777,2.979,-3.458,1,2,32.34,3,https://real.enamine.net/public-enum-files/Z423020570,0.9021043937122346,<rdkit.Chem.rdchem.Mol object at 0x1430ff840>
192,272,COC=1C=CC(=CN1)N(C)C(=O)C2=CC(=NN2C)C(C)(C)C,Z934681348,302.372,302.372,1.698,-2.348,0,4,60.25,5,https://real.enamine.net/public-enum-files/Z934681348,0.8732482757606409,<rdkit.Chem.rdchem.Mol object at 0x1430ff8b0>
193,273,COC=1C=CC(=CN1)N(C)C(=O)C=2C=CC=C(C2)NC(=O)C3CCCCC3,Z872952348,367.442,367.442,3.218,-5.362,1,4,71.53,5,https://real.enamine.net/public-enum-files/Z872952348,0.8703044976074974,<rdkit.Chem.rdchem.Mol object at 0x1430ff920>
194,274,COC=1C=CC(=CN1)N(C)C(=O)C=2C(C)=NOC2C,Z857724520,261.277,261.277,0.734,-1.733,0,4,68.46,4,https://real.enamine.net/public-enum-files/Z857724520,0.8445201945305039,<rdkit.Chem.rdchem.Mol object at 0x1430ff990>
196,276,COC=1C=CC(=CN1)C(=O)N2CCCC(C2)N3C(C)CCC3C,Z852167508,317.427,317.427,2.673,-2.344,0,4,45.67,4,https://real.enamine.net/public-enum-files/Z852167508,0.8594003998722505,<rdkit.Chem.rdchem.Mol object at 0x1430ffa70>
198,278,CN(C=1C(F)=CC=CC1F)S(=O)(=O)C=2C=CC=C(F)C2,Z786101014,301.286,301.286,2.636,-4.191,0,2,37.38,3,https://real.enamine.net/public-enum-files/Z786101014,0.8738722973254853,<rdkit.Chem.rdchem.Mol object at 0x1430ffb50>
200,280,COC=1C=CC=C(C1)CN2CCC(CC2)NC(=O)C3=CC=C(N=C3)N(C)C,Z774179740,368.474,368.474,2.588,-2.95,1,5,57.7,6,https://real.enamine.net/public-enum-files/Z774179740,0.8491974469780903,<rdkit.Chem.rdchem.Mol object at 0x1430ffc30>
201,281,COC=1C=CC(=CC1OC)C(=O)N2CCC(CC2)C(=O)N3CCC(C)CC3,Z757593872,374.475,374.475,0.875,-3.652,0,4,59.08,4,https://real.enamine.net/public-enum-files/Z757593872,0.8131503458501361,<rdkit.Chem.rdchem.Mol object at 0x1430ffca0>
202,282,CC(C=1C=CC=CC1)N2CCC(C2)NC(=O)C3CCC3,Z806799522,272.386,272.386,2.51,-3.077,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z806799522,0.9137895361098576,<rdkit.Chem.rdchem.Mol object at 0x1430ffd10>
203,283,O=C(C1CC1)N2CCCC(C2)C(=O)N3CCN(CC3)C=4N=CC=CN4,Z402948556,343.424,343.424,0.364,-2.798,0,5,69.64,5,https://real.enamine.net/public-enum-files/Z402948556,0.8109207142381206,<rdkit.Chem.rdchem.Mol object at 0x1430ffd80>
204,284,O=C(CCC1=NC=2C=CC=CC2N1)N3CCCC3C=4C=CC=CC4,Z231800068,319.401,319.401,2.27,-4.043,1,2,48.99,5,https://real.enamine.net/public-enum-files/Z231800068,0.7936185064334165,<rdkit.Chem.rdchem.Mol object at 0x1430ffdf0>
205,285,CCC1=NC(=NO1)C2CCCN(C2)C(=O)C3CC(=O)N(C3)C4CC4,Z1079902306,332.398,332.398,1.026,-1.75,0,4,79.54,5,https://real.enamine.net/public-enum-files/Z1079902306,0.8313504176171986,<rdkit.Chem.rdchem.Mol object at 0x1430ffe60>
208,288,CN(C(=O)CC1(O)CCCCC1)C2CCN(CC2)S(C)(=O)=O,Z1414893826,332.461,332.461,0.275,-1.978,1,4,77.92,5,https://real.enamine.net/public-enum-files/Z1414893826,0.8314555403090026,<rdkit.Chem.rdchem.Mol object at 0x1430f8040>
209,289,CC=1C=C(N=C2C=CC=CC12)N(C)CCN3C=NN=C3,Z1408647570,267.33,267.33,1.975,-3.63,0,4,46.84,4,https://real.enamine.net/public-enum-files/Z1408647570,0.7272545694117168,<rdkit.Chem.rdchem.Mol object at 0x1430f80b0>
210,291,O=C(C=1C=CC=CC1C=2C=CC(=CC2)C(F)(F)F)N3CC(O)C3,Z1413217536,321.294,321.294,3.444,-5.5,1,2,40.54,4,https://real.enamine.net/public-enum-files/Z1413217536,0.922716484226176,<rdkit.Chem.rdchem.Mol object at 0x1430f8120>
211,292,NC(=O)C1CCCCN1CC(=O)N2CCC(CC=3C=CC=CC3)CC2,Z103866208,343.464,343.464,2.775,-2.92,1,3,66.64,6,https://real.enamine.net/public-enum-files/Z103866208,0.886527955945017,<rdkit.Chem.rdchem.Mol object at 0x1430f8190>
212,293,CC=1C=CC=2C(O)=C(C=NC2N1)C(=O)N3CCC(C)(C)C3,Z1286235016,285.342,285.342,2.503,-3.029,1,4,66.32,2,https://real.enamine.net/public-enum-files/Z1286235016,0.8739741419528448,<rdkit.Chem.rdchem.Mol object at 0x1430f8200>
213,294,CC(=O)N1CCCC1C(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F,Z69149541,368.275,368.275,3.27,-4.61,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z69149541,0.8101312053961257,<rdkit.Chem.rdchem.Mol object at 0x1430f8270>
214,295,O=C(CNC(=O)C1CC1)N2CC=3C=CC=CC3C(C2)C=4C=CC=CC4,Z372024112,334.412,334.412,2.501,-4.15,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z372024112,0.9344783096648804,<rdkit.Chem.rdchem.Mol object at 0x1430f82e0>
215,296,O=C(C=1C=NC=2C=CC=CC2N1)N3CCCC(C3)C(F)(F)F,Z136080666,309.287,309.287,1.481,-3.448,0,3,46.09,3,https://real.enamine.net/public-enum-files/Z136080666,0.8131729024687286,<rdkit.Chem.rdchem.Mol object at 0x1430f8350>
216,298,O=C(CC1CCCO1)N2CCC(CC2)N3C(=O)NC=4C=CC=CC43,Z423280204,329.394,329.394,1.324,-3.38,1,3,61.88,4,https://real.enamine.net/public-enum-files/Z423280204,0.9371372015772802,<rdkit.Chem.rdchem.Mol object at 0x1430f83c0>
217,299,CC(=O)NC1CCCN(C1)C(=O)C=2C=CC(=CC2)N(C)CC(C)C,Z970551198,331.453,331.453,2.604,-3.753,1,3,52.65,7,https://real.enamine.net/public-enum-files/Z970551198,0.9018880961586512,<rdkit.Chem.rdchem.Mol object at 0x1430f8430>
218,300,CC=1C=CC(=CC1)C=2C=C(ON2)C(=O)NC3=CC=4OCCCOC4C=C3Cl,Z381191040,384.813,384.813,3.922,-6.312,1,4,73.59,4,https://real.enamine.net/public-enum-files/Z381191040,0.7070080627636981,<rdkit.Chem.rdchem.Mol object at 0x1430f84a0>
219,301,CNC(=O)NCC(=O)N1CCCC1C2=CC=C3OCCOC3=C2,Z326149434,319.356,319.356,0.983,-2.967,2,4,79.9,6,https://real.enamine.net/public-enum-files/Z326149434,0.8726146095241825,<rdkit.Chem.rdchem.Mol object at 0x1430f8510>
221,305,O=C(C(C=1C=CC=CC1)N2CCC(O)CC2)N3CCCC3,Z106099368,288.385,288.385,1.323,-2.205,1,3,43.78,4,https://real.enamine.net/public-enum-files/Z106099368,0.922255236771433,<rdkit.Chem.rdchem.Mol object at 0x1430f85f0>
224,308,CC(=O)N1CCCN(CC1)C(=O)C2=CSC=3CC(C)CCC23,Z196723830,320.451,320.451,1.816,-4.05,0,2,40.62,3,https://real.enamine.net/public-enum-files/Z196723830,0.7977785427170194,<rdkit.Chem.rdchem.Mol object at 0x1430f86d0>
225,309,CC1=CC=NC2=NC(=NN12)C(=O)NC(C)C=3C=CC=4OCCOC4C3,Z190202614,339.349,339.349,1.932,-3.704,1,6,90.64,4,https://real.enamine.net/public-enum-files/Z190202614,0.7808627407038339,<rdkit.Chem.rdchem.Mol object at 0x1430f8740>
226,310,CC1CN(C(=O)CCN2C=NC3=C2C(=O)N(C)C(=O)N3C)C(C)CO1,Z343742252,349.386,349.386,0.569,-1.844,0,5,87.98,4,https://real.enamine.net/public-enum-files/Z343742252,0.7421442401374936,<rdkit.Chem.rdchem.Mol object at 0x1430f87b0>
227,311,CC1=NOC=2N=CC(=CC12)C(=O)NC3CCN(C3)C(C)C=4C=CC=CC4,Z806796778,350.415,350.415,2.947,-3.463,1,4,71.26,4,https://real.enamine.net/public-enum-files/Z806796778,0.7827876996082573,<rdkit.Chem.rdchem.Mol object at 0x1430f8820>
229,313,CCN1CCN(CC1)C=2N=C(N)C3=CC(OC)=C(C=C3N2)OC,Z1082771646,317.387,317.387,2.776,-3.031,1,7,76.74,4,https://real.enamine.net/public-enum-files/Z1082771646,0.9123196165007424,<rdkit.Chem.rdchem.Mol object at 0x1430f8900>
230,314,O=C(NC=1C=CC(=CC1)N2CCCC2=O)C3(CCC3)C=4C=CC(Cl)=CC4,Z48798663,368.857,368.857,4.275,-5.37,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z48798663,0.8615934485795392,<rdkit.Chem.rdchem.Mol object at 0x1430f8970>
231,315,O=C(NC=1C=CC(=CC1)N2CCCC2=O)C3COC4=CC=CC=C4O3,Z48800021,338.358,338.358,2.542,-4.698,1,4,67.87,4,https://real.enamine.net/public-enum-files/Z48800021,0.9339820665083852,<rdkit.Chem.rdchem.Mol object at 0x1430f89e0>
