,Unnamed: 0,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
25965,30420,CCC1=CC=C(O1)C(=O)N(C)CC2CCN(CC=3C=CC=CC3)C2,Z1276221434,326.433,326.433,2.717,-3.54,0,2,36.69,7,https://real.enamine.net/public-enum-files/Z1276221434,<rdkit.Chem.rdchem.Mol object at 0x30e61d000>,0.815827684805731
25966,30421,CC1CC1C(=O)NCC=2C=C(N=C3C=CC=CC23)N(C)C,Z1286778472,283.369,283.369,2.654,-3.6,1,3,45.23,5,https://real.enamine.net/public-enum-files/Z1286778472,<rdkit.Chem.rdchem.Mol object at 0x30e61d070>,0.9377299053216106
25967,30422,CN(C)C=1C=C(CNC(=O)C=2C=CC=NC2)C=3C=CC=CC3N1,Z1286781282,306.363,306.363,2.677,-3.287,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z1286781282,<rdkit.Chem.rdchem.Mol object at 0x30e61d0e0>,0.8048002626823683
25968,30423,O=C(NC=1C=CC(=CC1)CCN2CCC(O)CC2)C=3C=CC=CN3,Z1286993718,325.406,325.406,1.326,-2.55,2,4,65.46,6,https://real.enamine.net/public-enum-files/Z1286993718,<rdkit.Chem.rdchem.Mol object at 0x30e61d150>,0.8854169863626004
25969,30424,CN(CC(C)(C)O)C(=O)NC1CCN(CC=2C=CC(F)=CC2)CC1,Z1408009946,337.433,337.433,1.581,-2.468,2,3,55.81,7,https://real.enamine.net/public-enum-files/Z1408009946,<rdkit.Chem.rdchem.Mol object at 0x30e61d1c0>,0.8660249419284314
25970,30425,CC=1C=C(C=CC1CNC(=O)NC2CCCCNC2=O)C(F)(F)F,Z1801525236,343.345,343.345,2.827,-3.835,3,2,70.23,6,https://real.enamine.net/public-enum-files/Z1801525236,<rdkit.Chem.rdchem.Mol object at 0x30e61d230>,0.7890873004635026
25971,30426,CC1(CC=2C=CC=CC2)CCCN1S(=O)(=O)C=3C=NC=C(F)C3,Z1699570920,334.41,334.41,3.402,-3.185,0,3,50.27,4,https://real.enamine.net/public-enum-files/Z1699570920,<rdkit.Chem.rdchem.Mol object at 0x30e61d2a0>,0.8635121856668981
25972,30427,CC1=CC(=C(C)C(=C1)S(C)(=O)=O)S(=O)(=O)NC2C=CCCC2,Z1408997454,343.464,343.464,2.938,-3.634,1,4,80.31,4,https://real.enamine.net/public-enum-files/Z1408997454,<rdkit.Chem.rdchem.Mol object at 0x30e61d310>,0.8490579342340855
25973,30428,O=C(NC=1C=CC(F)=CC1F)NC2CN(CC=3C=CC=CC3)CCC2CO,Z1310763170,375.413,375.413,3.182,-3.75,3,3,64.6,7,https://real.enamine.net/public-enum-files/Z1310763170,<rdkit.Chem.rdchem.Mol object at 0x30e61d380>,0.7528943188191183
25974,30429,CN(C)C=1N=CN=C2C=C(C=CC12)C(=O)NC3=CC=C(F)C(Cl)=C3,Z1279230557,344.771,344.771,4.069,-5.49,1,4,58.12,3,https://real.enamine.net/public-enum-files/Z1279230557,<rdkit.Chem.rdchem.Mol object at 0x30e61d3f0>,0.7859825943705043
25975,30430,CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)N3C=4C=CC=CC4OCC3C,Z1297161219,348.399,348.399,2.625,-4.54,0,4,60.25,2,https://real.enamine.net/public-enum-files/Z1297161219,<rdkit.Chem.rdchem.Mol object at 0x30e61d460>,0.7127862136840343
25976,30431,CC=1C=CC=CC1C2CC(C2)N[C@@H](C)C(=O)N3CCCC3,Z1986569402,286.413,286.413,2.6,-3.308,1,2,32.34,5,https://real.enamine.net/public-enum-files/Z1986569402,<rdkit.Chem.rdchem.Mol object at 0x30e61d4d0>,0.9228458058664774
25978,30433,O=C1CCC(=O)N1CCN2CCN(CCC=3C=CC=CC3F)CC2,Z1711463350,333.401,333.401,0.901,-1.38,0,4,43.86,6,https://real.enamine.net/public-enum-files/Z1711463350,<rdkit.Chem.rdchem.Mol object at 0x30e61d5b0>,0.7324098576477943
25979,30435,COC=1C=CC(=CC1)C(C)C(C)NC2CC(C)(C)NC(C)(C)C2,Z1437104749,318.498,318.498,3.894,-3.143,2,3,33.29,5,https://real.enamine.net/public-enum-files/Z1437104749,<rdkit.Chem.rdchem.Mol object at 0x30e61d620>,0.8578196330520977
25980,30436,CC1C(=O)NCCCN1C(=O)C=2C=CC=C3CCCC23,Z1832838199,272.343,272.343,1.845,-3.898,1,2,49.41,2,https://real.enamine.net/public-enum-files/Z1832838199,<rdkit.Chem.rdchem.Mol object at 0x30e61d690>,0.8425167094759844
25981,30437,CCN(C)S(=O)(=O)N1CC(=O)NC2CCCCC21,Z1411151052,275.369,275.369,1.587,-1.482,1,4,69.72,3,https://real.enamine.net/public-enum-files/Z1411151052,<rdkit.Chem.rdchem.Mol object at 0x30e61d700>,0.7833890980956277
25982,30439,CC=1C=CC(=CC1S(=O)(=O)N2CCCCCC2)NC(=O)C3C4CCCCC34,Z1312563267,390.541,390.541,4.853,-5.435,1,3,66.48,3,https://real.enamine.net/public-enum-files/Z1312563267,<rdkit.Chem.rdchem.Mol object at 0x30e61d770>,0.846850113556245
25983,30440,COC=1C=CC2=C(C1)CCCC2CNC(=O)N3CCCC(CO)C3,Z1702467876,332.438,332.438,2.312,-3.62,2,3,61.8,6,https://real.enamine.net/public-enum-files/Z1702467876,<rdkit.Chem.rdchem.Mol object at 0x30e61d7e0>,0.8905408286594381
25984,30441,CCC1CCCN(C1)C(=O)C2CCCCC(=O)N2,Z1926452538,252.353,252.353,1.822,-2.49,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z1926452538,<rdkit.Chem.rdchem.Mol object at 0x30e61d850>,0.8128253180724188
25985,30442,CC=1C=CC=C(N1)N2CCCC2CN3CCCC3CO,Z1722753736,275.39,275.39,2.081,-1.63,1,4,39.6,4,https://real.enamine.net/public-enum-files/Z1722753736,<rdkit.Chem.rdchem.Mol object at 0x30e61d8c0>,0.9095975240712356
25986,30443,CN1CCCC(C)(C)C1CNC(=O)CC=2C=CC=CC2O,Z1934693497,290.401,290.401,2.771,-1.594,2,3,52.57,5,https://real.enamine.net/public-enum-files/Z1934693497,<rdkit.Chem.rdchem.Mol object at 0x30e61d930>,0.8933512862968244
25987,30444,COC=1C=CC2=C(C1)CCCC2CNC(=O)C3CCCN3C(C)=O,Z1703561993,330.422,330.422,2.119,-3.673,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z1703561993,<rdkit.Chem.rdchem.Mol object at 0x30e61d9a0>,0.92097867932066
25988,30445,O=C(NC1CCCCC1)N2CCCC(C2)N3CCNC3=O,Z1703837734,294.393,294.393,1.343,-2.66,2,2,64.68,4,https://real.enamine.net/public-enum-files/Z1703837734,<rdkit.Chem.rdchem.Mol object at 0x30e61da10>,0.8107492189876099
25989,30446,O=C(CN1C(=O)COC=2C=CC=CC21)N3CC4CCCCC43C=5C=CC=CC5,Z1413254450,376.449,376.449,3.565,-5.97,0,3,49.85,4,https://real.enamine.net/public-enum-files/Z1413254450,<rdkit.Chem.rdchem.Mol object at 0x30e61da80>,0.8255621075555508
25990,30447,CCC1CCCCCN1C(=O)C=2C=CC(=CC2)N3CCC(O)CC3,Z1315357134,330.465,330.465,2.469,-3.92,1,3,43.78,4,https://real.enamine.net/public-enum-files/Z1315357134,<rdkit.Chem.rdchem.Mol object at 0x30e61daf0>,0.9230863395818228
25991,30448,COC=1C=CC(C)=C(C1)NC(=O)C=2C=C(NN2)C=3C=CC=CC3Cl,Z1414392251,341.792,341.792,4.018,-5.55,2,3,67.01,5,https://real.enamine.net/public-enum-files/Z1414392251,<rdkit.Chem.rdchem.Mol object at 0x30e61db60>,0.7431025114403749
25992,30449,CC(C)C=1C=CC=CC1S(=O)(=O)N2CCN(CC2)C=3C=NN(C)C3,Z1816155381,348.465,348.465,3.087,-3.011,0,4,58.44,4,https://real.enamine.net/public-enum-files/Z1816155381,<rdkit.Chem.rdchem.Mol object at 0x30e61dbd0>,0.8485169644232042
25993,30450,Cl.N[C@@H](CC=1C=CC=CC1)C(=O)N2CCC=3C(F)=CC=C(F)C3C2,Z1450490219,352.806,316.346,2.412,-4.77,1,2,46.33,4,https://real.enamine.net/public-enum-files/Z1450490219,<rdkit.Chem.rdchem.Mol object at 0x30e61dc40>,0.9229295147612024
25994,30451,COC=1C=CC2=C(C1)C(C(=O)NC3CN(C3)C(C)=O)=C(C)N2C4CCCCC4,Z1315456359,383.485,383.485,3.856,-4.34,1,3,63.57,4,https://real.enamine.net/public-enum-files/Z1315456359,<rdkit.Chem.rdchem.Mol object at 0x30e61dcb0>,0.879839526956797
25995,30452,CN1CCCC(CNC(=O)C2=CC(Cl)=CC=C2OC(F)F)C1,Z1336916948,332.774,332.774,2.965,-3.37,1,3,41.57,6,https://real.enamine.net/public-enum-files/Z1336916948,<rdkit.Chem.rdchem.Mol object at 0x30e61dd20>,0.9008956212806108
25996,30453,COC=1C=CC=C(C1)N2CCN(CCN3CCCC(C)C3)CC2,Z1332342436,317.47,317.47,3.269,-2.19,0,4,18.95,5,https://real.enamine.net/public-enum-files/Z1332342436,<rdkit.Chem.rdchem.Mol object at 0x30e61dd90>,0.8305465985340991
25997,30454,CC=1C=C2C=CC=CC2=NC1N3CCC(CC3)C4=NC=CN4,Z1376323259,292.379,292.379,2.922,-3.77,1,3,44.81,2,https://real.enamine.net/public-enum-files/Z1376323259,<rdkit.Chem.rdchem.Mol object at 0x30e61de00>,0.7838526416510674
25998,30455,CCN1CCCN(CC1=O)C(=O)CCC2=CNC=3C=CC(C)=CC23,Z1817929780,327.422,327.422,2.53,-3.852,1,2,56.41,5,https://real.enamine.net/public-enum-files/Z1817929780,<rdkit.Chem.rdchem.Mol object at 0x30e61de70>,0.9378288290443012
25999,30457,Cl.CNCC1CCN(CC=2C(C)=NN(C2C)C=3C=CC=CC3)CC1,Z1711444689,348.914,312.453,2.439,-1.993,1,3,33.09,5,https://real.enamine.net/public-enum-files/Z1711444689,<rdkit.Chem.rdchem.Mol object at 0x30e61dee0>,0.8991662278338939
26000,30458,Cl.CC1=NN(C=C1CN2CCCCC2C(C)N)C=3C=CC=CC3,Z1711343999,334.887,298.427,3.193,-2.538,1,3,47.08,4,https://real.enamine.net/public-enum-files/Z1711343999,<rdkit.Chem.rdchem.Mol object at 0x30e61df50>,0.932761330633824
26001,30460,CCC(=O)N1CCC(C1)NCC(C)C=2C=CC=C(Cl)C2,Z1783955996,294.82,294.82,2.641,-3.55,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1783955996,<rdkit.Chem.rdchem.Mol object at 0x30e61dfc0>,0.9051409993005368
26002,30462,CCC1CN(CCN2CCCC2=O)C=3C=CC=CC3O1,Z1289591868,274.359,274.359,2.92,-3.144,0,3,32.78,4,https://real.enamine.net/public-enum-files/Z1289591868,<rdkit.Chem.rdchem.Mol object at 0x30e61e030>,0.844237793046902
26003,30463,COC=1C=CC=C2C1CCC2NS(=O)(=O)C=3C=NN(C)C3,Z1416996777,307.37,307.37,1.73,-1.757,1,4,73.22,4,https://real.enamine.net/public-enum-files/Z1416996777,<rdkit.Chem.rdchem.Mol object at 0x30e61e0a0>,0.9262893672640882
26004,30464,CN1CC[C@@H](CNC2CCCC(C2)C3CC3)[C@@H]1C4=CC=CN=C4,Z1757933285,313.481,313.481,2.565,-2.55,1,3,28.16,5,https://real.enamine.net/public-enum-files/Z1757933285,<rdkit.Chem.rdchem.Mol object at 0x30e61e110>,0.8994693599472441
26005,30465,CN(C)C(=O)C=1C=CN=C(C1)NCC=2C=CC=3N=CC=CC3C2,Z1713286167,306.363,306.363,1.398,-3.287,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z1713286167,<rdkit.Chem.rdchem.Mol object at 0x30e61e180>,0.8049135544138802
26006,30466,O=C(NCCC1=CC=CC(Cl)=C1)N2CCC(CN3CCCC3)C2,Z1317313916,335.872,335.872,2.99,-3.119,1,2,35.58,7,https://real.enamine.net/public-enum-files/Z1317313916,<rdkit.Chem.rdchem.Mol object at 0x30e61e1f0>,0.8974620970292114
26007,30467,O=C(CCN1CCCC1=O)N(C=2C=CC=CC2)C3CC=4C=CC=CC4C3,Z1317068616,348.439,348.439,3.189,-4.21,0,2,40.62,5,https://real.enamine.net/public-enum-files/Z1317068616,<rdkit.Chem.rdchem.Mol object at 0x30e61e260>,0.8324882025951333
26008,30468,CC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)C(=O)N3CCC(C)(O)CC3,Z1417399338,380.504,380.504,1.254,-3.651,1,4,77.92,2,https://real.enamine.net/public-enum-files/Z1417399338,<rdkit.Chem.rdchem.Mol object at 0x30e61e2d0>,0.8716092664550243
26009,30469,CC1(O)CCN(CC1)C(=O)C2=CC=C(S2)C=3C=CC(Cl)=CC3,Z1417399422,335.85,335.85,2.826,-5.52,1,2,40.54,3,https://real.enamine.net/public-enum-files/Z1417399422,<rdkit.Chem.rdchem.Mol object at 0x30e61e340>,0.8988268136102772
26010,30470,CC(C)(C(N)=O)N1CCN(CC(=O)N2CCN(CC2)C3=CC=CC=C3F)CC1,Z1318114127,391.484,391.484,1.04,-2.305,1,5,73.12,5,https://real.enamine.net/public-enum-files/Z1318114127,<rdkit.Chem.rdchem.Mol object at 0x30e61e3b0>,0.7845371999184536
26011,30471,COCC=1C=CC(=CC1OC)C(=O)N2CCCC(C2)C(=O)NC3CCCCC3,Z1419782525,388.501,388.501,2.72,-4.17,1,4,67.87,6,https://real.enamine.net/public-enum-files/Z1419782525,<rdkit.Chem.rdchem.Mol object at 0x30e61e420>,0.8129277484223476
26012,30472,COC=1C=CC=C(C1)C(C)N2CCC(CC2)C3=NC4=CC=CC=C4N3,Z1318178335,335.444,335.444,3.998,-3.493,1,3,41.15,4,https://real.enamine.net/public-enum-files/Z1318178335,<rdkit.Chem.rdchem.Mol object at 0x30e61e490>,0.7623835350737667
26013,30473,CC(C)C1=CC(=NN1C)C(=O)NC2CCOC3=C(F)C=CC=C32,Z1318704842,317.359,317.359,2.712,-3.651,1,3,56.15,4,https://real.enamine.net/public-enum-files/Z1318704842,<rdkit.Chem.rdchem.Mol object at 0x30e61e500>,0.9467414766827812
26014,30474,CCC=1C=CC=2NC(=O)C(CCNC(=O)C3CCNC(=O)C3)C2C1,Z1420218713,329.394,329.394,0.595,-2.301,3,3,87.3,6,https://real.enamine.net/public-enum-files/Z1420218713,<rdkit.Chem.rdchem.Mol object at 0x30e61e570>,0.7611762451106151
26015,30475,COC=1C=CC=C(C1)CC2CCN(CC2)C(=O)N3CCC(CC3)OC,Z1822615731,346.465,346.465,2.885,-3.3,0,3,42.01,6,https://real.enamine.net/public-enum-files/Z1822615731,<rdkit.Chem.rdchem.Mol object at 0x30e61e5e0>,0.8407897337607921
26016,30476,CC1=CC(C)=C(C=C1C(=O)O)NC(=O)CN(C)S(C)(=O)=O,Z1822699283,314.359,314.359,0.855,-2.392,2,5,103.78,6,https://real.enamine.net/public-enum-files/Z1822699283,<rdkit.Chem.rdchem.Mol object at 0x30e61e650>,0.8375714144223829
26018,30478,CC=1C=C(C)N(N1)C=2C=CC(=CN2)C(=O)N(C)C=3C=CC=4OCCC4C3,Z1421368878,348.399,348.399,2.2,-4.13,0,4,60.25,3,https://real.enamine.net/public-enum-files/Z1421368878,<rdkit.Chem.rdchem.Mol object at 0x30e61e730>,0.729689942735567
26019,30479,CC(CCN1CCC(CC1)C2=CC=NN2)C=3C=CC=CC3,Z1824030163,283.412,283.412,3.533,-2.76,1,2,31.92,5,https://real.enamine.net/public-enum-files/Z1824030163,<rdkit.Chem.rdchem.Mol object at 0x30e61e7a0>,0.90521817740705
26021,30482,CC=1C=CC(NCC2=NN=C(O2)C(C)C)=C(C)C1,Z1421224094,245.321,245.321,1.736,-3.023,1,3,50.95,4,https://real.enamine.net/public-enum-files/Z1421224094,<rdkit.Chem.rdchem.Mol object at 0x30e61e880>,0.8962723343851278
26022,30483,COC=1C=CC=CC1N2CCN(CC2)S(=O)(=O)N3CCCC3C,Z1716637823,339.455,339.455,2.676,-2.919,0,5,53.09,4,https://real.enamine.net/public-enum-files/Z1716637823,<rdkit.Chem.rdchem.Mol object at 0x30e61e8f0>,0.8350784325209863
26023,30484,NS(=O)(=O)C=1C=CC=C(C1)S(=O)(=O)N2CCCC3(CC3)C2,Z1716894661,330.426,330.426,1.447,-2.35,1,4,97.54,3,https://real.enamine.net/public-enum-files/Z1716894661,<rdkit.Chem.rdchem.Mol object at 0x30e61e960>,0.8899959019755626
26025,30486,CC=1C=CC=CC1CC(C)N2CCN(CC2)C=3C=CC(=CC3)S(N)(=O)=O,Z1743211607,373.514,373.514,3.391,-3.62,1,4,66.64,5,https://real.enamine.net/public-enum-files/Z1743211607,<rdkit.Chem.rdchem.Mol object at 0x30e61ea40>,0.8739161487658613
26026,30487,CC=1C=CC=2NC(=NC2C1)C3CCCN3C=4C=CC(=CN4)C(F)(F)F,Z1828860970,346.35,346.35,3.985,-4.51,1,3,44.81,3,https://real.enamine.net/public-enum-files/Z1828860970,<rdkit.Chem.rdchem.Mol object at 0x30e61eab0>,0.7359289540268225
26027,30488,CC=1C=CC2=NC=C(CNC=3C=CC=C(O)C3)N2C1,Z1799262614,253.3,253.3,2.185,-2.66,2,3,49.56,3,https://real.enamine.net/public-enum-files/Z1799262614,<rdkit.Chem.rdchem.Mol object at 0x30e61eb20>,0.7541423042604523
26028,30489,CC1=CC(=NN1C=2C=CC=CC2)C(=O)N3CCN(CCN4CCCOCC4)CC3,Z1726295662,397.515,397.515,1.265,-2.09,0,5,53.84,6,https://real.enamine.net/public-enum-files/Z1726295662,<rdkit.Chem.rdchem.Mol object at 0x30e61eb90>,0.7681769944317642
26029,30490,NC(=O)CC=1C=CC(=CC1)NC(=O)C2=CC=C(OC=3C=CC=CC3)O2,Z1336817426,336.342,336.342,2.236,-5.107,2,2,94.56,7,https://real.enamine.net/public-enum-files/Z1336817426,<rdkit.Chem.rdchem.Mol object at 0x30e61ec00>,0.7214684397758097
26030,30491,COC=1C=CC(C(N)=O)=C(C1)OC(C)C2=NC(CC=3C=CC(F)=CC3)=NO2,Z1395242850,371.363,371.363,2.196,-3.77,1,5,100.47,7,https://real.enamine.net/public-enum-files/Z1395242850,<rdkit.Chem.rdchem.Mol object at 0x30e61ec70>,0.6850399237766263
26031,30492,COC1(C)CCCN(CC1)C(=O)NC2CCN(CC2)C(C)=O,Z1948498547,311.421,311.421,-0.854,-1.889,1,3,61.88,5,https://real.enamine.net/public-enum-files/Z1948498547,<rdkit.Chem.rdchem.Mol object at 0x30e61ece0>,0.8423637096008791
26032,30493,CN1CC[C@@H](CNC2CCC(CC2)C(F)(F)F)[C@@H]1C3=CC=CN=C3,Z1757932897,341.415,341.415,1.485,-2.28,1,3,28.16,5,https://real.enamine.net/public-enum-files/Z1757932897,<rdkit.Chem.rdchem.Mol object at 0x30e61ed50>,0.9031722444135892
26033,30494,CC1CC(C1)NS(=O)(=O)C=2C=CC=CC2OC(F)(F)F,Z1365824082,309.306,309.306,3.26,-4.21,1,3,55.4,5,https://real.enamine.net/public-enum-files/Z1365824082,<rdkit.Chem.rdchem.Mol object at 0x30e61edc0>,0.9300707982458032
26034,30495,CC(NS(=O)(=O)N1CCC(C)CC1)C2CCOCC2,Z1426067222,290.424,290.424,1.26,-1.916,1,4,58.64,4,https://real.enamine.net/public-enum-files/Z1426067222,<rdkit.Chem.rdchem.Mol object at 0x30e61ee30>,0.8504698726438028
26035,30496,COC=1C=CC(=CC1)CC(=O)NC=2C=C(C)C=C(C2)N3CCN(C)CC3,Z1831094348,353.459,353.459,3.015,-3.34,1,4,44.81,5,https://real.enamine.net/public-enum-files/Z1831094348,<rdkit.Chem.rdchem.Mol object at 0x30e61eea0>,0.8976647780742137
26036,30497,COC=1C=CC=CC1NCC2=CN3C(C)=CC=CC3=N2,Z1325940344,267.326,267.326,2.955,-2.975,1,3,38.56,4,https://real.enamine.net/public-enum-files/Z1325940344,<rdkit.Chem.rdchem.Mol object at 0x30e61ef10>,0.7881922680853037
26037,30498,CN1C[C@H]2CN(CC=3C=CC(Cl)=CC3N4C=NC=N4)C[C@H]2C1,Z1950648837,317.817,317.817,2.126,-2.611,0,4,37.19,3,https://real.enamine.net/public-enum-files/Z1950648837,<rdkit.Chem.rdchem.Mol object at 0x30e61ef80>,0.8664699798143245
26038,30500,CC1=NC(=NO1)C2(CCCC2)NS(=O)(=O)C=3C(C)=CC=CC3F,Z1725017102,339.387,339.387,2.716,-3.26,1,4,85.09,4,https://real.enamine.net/public-enum-files/Z1725017102,<rdkit.Chem.rdchem.Mol object at 0x30e61eff0>,0.9251935565502988
26039,30501,C=C1CCN(CC1)C(=O)[C@H]2C[C@@H](O)CN2C(C)=O,Z1951848909,252.31,252.31,-0.467,-1.32,1,3,60.85,3,https://real.enamine.net/public-enum-files/Z1951848909,<rdkit.Chem.rdchem.Mol object at 0x30e61f060>,0.6756108655161921
26040,30502,O=C1CC(CN1C=2C=CC=CC2)N3C(=O)[C@@H]4[C@H]5C=C[C@H](C5)[C@@H]4C3=O,Z1953499583,322.359,322.359,2.472,-3.58,0,3,57.69,2,https://real.enamine.net/public-enum-files/Z1953499583,<rdkit.Chem.rdchem.Mol object at 0x30e61f0d0>,0.6137378267310618
26041,30503,CC=1C=C(C)C=2C=C(NC2C1)C(=O)NC3CCN(C3)C(=O)C=4C=CC=CN4,Z1429409413,362.426,362.426,2.327,-5.713,2,3,78.09,3,https://real.enamine.net/public-enum-files/Z1429409413,<rdkit.Chem.rdchem.Mol object at 0x30e61f140>,0.7520023985327747
26042,30504,O=C(CC=1C=CC(Cl)=CC1)N2CCN(CC2)C(=O)C3(O)CCC3,Z1724744944,336.814,336.814,2.566,-3.496,1,3,60.85,5,https://real.enamine.net/public-enum-files/Z1724744944,<rdkit.Chem.rdchem.Mol object at 0x30e61f1b0>,0.9089182701429042
26043,30505,CC1(O)CCN(C1)C(=O)C2CCC(CC2)NC(=O)C3CC3,Z1952379020,294.39,294.39,-0.727,-2.016,2,3,69.64,5,https://real.enamine.net/public-enum-files/Z1952379020,<rdkit.Chem.rdchem.Mol object at 0x30e61f220>,0.8173617757167468
26044,30506,CC1=NC(=CS1)[C@H]2CCCN2S(=O)(=O)C=3C=C(C)C=C(F)C3,Z1726112220,340.439,340.439,3.214,-3.517,0,3,50.27,2,https://real.enamine.net/public-enum-files/Z1726112220,<rdkit.Chem.rdchem.Mol object at 0x30e61f290>,0.8600533117981153
26045,30507,CC1=NC(CC(C)C)=C(S1)C(=O)N2CCOCC3(CCCC3)C2,Z1726273183,336.494,336.494,3.717,-4.24,0,3,42.43,4,https://real.enamine.net/public-enum-files/Z1726273183,<rdkit.Chem.rdchem.Mol object at 0x30e61f300>,0.8453760693407413
26046,30508,Cl.CN1CCN(C(=O)CC=2C=CC=CC2C(F)(F)F)C(CN)C1,Z1457884566,351.795,315.335,2.342,-2.67,1,3,49.57,5,https://real.enamine.net/public-enum-files/Z1457884566,<rdkit.Chem.rdchem.Mol object at 0x30e61f370>,0.902653154548506
26047,30509,CC=1C=C(C=CN1)N2CCC(CC2)OC=3C=CC=CN3,Z1731151208,269.342,269.342,2.673,-2.514,0,4,38.25,3,https://real.enamine.net/public-enum-files/Z1731151208,<rdkit.Chem.rdchem.Mol object at 0x30e61f3e0>,0.8585063311173934
26048,30510,COC=1C=CC=C(C1)N2CCCC(C2)NC(=O)C3CC(O)CN3,Z2417881118,319.399,319.399,0.786,-2.527,3,5,73.83,5,https://real.enamine.net/public-enum-files/Z2417881118,<rdkit.Chem.rdchem.Mol object at 0x30e61f450>,0.7537368204530674
26049,30511,CN1C(=O)NC=2C=CC(=CC21)C(=O)N3CCC(C)(C3)C(N)=O,Z1954816075,302.329,302.329,0.284,-2.899,2,3,95.74,3,https://real.enamine.net/public-enum-files/Z1954816075,<rdkit.Chem.rdchem.Mol object at 0x30e61f4c0>,0.828430378213232
26050,30512,COC=1C=CC(=CC1NCC=2N=C(OC2C)C3=CC=CS3)C(N)=O,Z1343248597,343.402,343.402,2.13,-3.9,2,4,90.38,6,https://real.enamine.net/public-enum-files/Z1343248597,<rdkit.Chem.rdchem.Mol object at 0x30e61f530>,0.7154174546964882
26051,30513,CC1CCCN(CCN2CCN(CC2)C=3C=CC(F)=CC3)C1,Z1332341410,305.434,305.434,3.509,-2.34,0,3,9.72,4,https://real.enamine.net/public-enum-files/Z1332341410,<rdkit.Chem.rdchem.Mol object at 0x30e61f5a0>,0.84664906262582
26052,30514,Cl.C=1N=C2C=CC=CN2C1CN(CC3CCCN3)C4CC4,Z1762078792,306.834,270.373,2.359,-2.19,1,3,32.57,5,https://real.enamine.net/public-enum-files/Z1762078792,<rdkit.Chem.rdchem.Mol object at 0x30e61f610>,0.920931195620188
26053,30515,CC=1N=C(C=2CCCCC2N1)N3CCN(CC3)C(=O)CCC4CCCC4,Z1376318918,356.506,356.506,4.157,-4.998,0,4,49.33,4,https://real.enamine.net/public-enum-files/Z1376318918,<rdkit.Chem.rdchem.Mol object at 0x30e61f680>,0.8306127488504499
26054,30516,CN(C)C(=O)CC1=CNC=2C=C(Br)C=CC12,Z1437283383,281.148,281.148,1.987,-3.088,1,1,36.1,3,https://real.enamine.net/public-enum-files/Z1437283383,<rdkit.Chem.rdchem.Mol object at 0x30e61f6f0>,0.9019261076950058
26055,30517,CC(C)N1C=C(C=N1)S(=O)(=O)N2CC3(CCC3)C4=CC=CC=C42,Z1838753047,331.434,331.434,3.043,-2.932,0,3,55.2,3,https://real.enamine.net/public-enum-files/Z1838753047,<rdkit.Chem.rdchem.Mol object at 0x30e61f760>,0.8682564997878935
26056,30518,O=C(C=1C=CC(F)=CC1)N2CCCN(CCC3CC3)CC2,Z1289213784,290.376,290.376,2.715,-3.325,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z1289213784,<rdkit.Chem.rdchem.Mol object at 0x30e61f7d0>,0.851070688984635
26057,30519,C=CCC1(CCC1)C(=O)N2CCC(CC2)C3=NC4=CC=CC(C)=C4O3,Z1840972981,338.444,338.444,2.937,-4.26,0,2,46.34,5,https://real.enamine.net/public-enum-files/Z1840972981,<rdkit.Chem.rdchem.Mol object at 0x30e61f840>,0.7661355053395653
26058,30520,CC(C)N1C=C(C=N1)S(=O)(=O)N2CCCC(C)(O)CC2,Z1958589328,301.407,301.407,0.64,-0.847,1,4,75.43,3,https://real.enamine.net/public-enum-files/Z1958589328,<rdkit.Chem.rdchem.Mol object at 0x30e61f8b0>,0.9151538330760736
26059,30521,CC=1C=CC=CC1C(NS(=O)(=O)C2=CN=NN2C)C(C)(C)C,Z1958018758,322.428,322.428,2.811,-3.052,1,4,76.88,5,https://real.enamine.net/public-enum-files/Z1958018758,<rdkit.Chem.rdchem.Mol object at 0x30e61f920>,0.9358404818919476
26060,30522,CS(=O)(=O)N1CCC(CNC(=O)NC=2C=CC(F)=CN2)C1,Z1732176578,316.353,316.353,0.168,-2.009,2,4,91.4,6,https://real.enamine.net/public-enum-files/Z1732176578,<rdkit.Chem.rdchem.Mol object at 0x30e61f990>,0.8518429193949625
26061,30523,CC1=NNC=C1NC(=O)NC(C2CCCC2)C(F)(F)F,Z1732318680,290.285,290.285,2.491,-3.997,3,2,69.81,6,https://real.enamine.net/public-enum-files/Z1732318680,<rdkit.Chem.rdchem.Mol object at 0x30e61fa00>,0.8006697082162512
26062,30524,CC=1C=CC=CC1C(C)N2CCC(CC(=O)N3CCCC3)CC2,Z1440987576,314.466,314.466,2.645,-2.648,0,2,23.55,5,https://real.enamine.net/public-enum-files/Z1440987576,<rdkit.Chem.rdchem.Mol object at 0x30e61fa70>,0.8441658477621535
