,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
5844,CCN(C(=O)CC=1C(C)=NN(CC(C)C)C1C)C=2C=CC=CC2C,Z297025464,327.465,327.465,3.513,-3.299,0,2,38.13,7,https://real.enamine.net/public-enum-files/Z297025464,<rdkit.Chem.rdchem.Mol object at 0x1692ddb60>,0.8022469801484831
5845,CCC=1C=CC=CC1NC(=O)CN2CCN(CC2)C3=CC=CC(=C3)OC,Z46356457,353.459,353.459,3.465,-4.016,1,4,44.81,6,https://real.enamine.net/public-enum-files/Z46356457,<rdkit.Chem.rdchem.Mol object at 0x1692ddbd0>,0.8670486086743242
5846,CC1CC=2C=CC=CC2N1C(=O)COC=3C=CC=C(C3)OC=4C=CC=CC4,Z18317077,359.419,359.419,5.755,-5.93,0,2,38.77,5,https://real.enamine.net/public-enum-files/Z18317077,<rdkit.Chem.rdchem.Mol object at 0x1692ddc40>,0.6545109107913308
5847,COC=1C=C(Cl)C(C)=CC1NC(=O)C2=CN=CN2C=3C=CC(F)=CC3,Z61530030,359.782,359.782,4.442,-5.177,1,3,56.15,4,https://real.enamine.net/public-enum-files/Z61530030,<rdkit.Chem.rdchem.Mol object at 0x1692ddcb0>,0.7578592456497658
5848,O=C(NC=1C=CC=CC1N2CCCC2=O)C=3C=C(ON3)C4=CC=CC=C4F,Z373674046,365.359,365.359,3.643,-5.31,1,3,75.44,4,https://real.enamine.net/public-enum-files/Z373674046,<rdkit.Chem.rdchem.Mol object at 0x1692ddd20>,0.7617434766893075
5849,CS(=O)(=O)N1CCN(CC1)C(=O)CC=2C=CC(=CC2)OC(F)(F)F,Z433136508,366.358,366.358,2.274,-3.126,0,4,66.92,4,https://real.enamine.net/public-enum-files/Z433136508,<rdkit.Chem.rdchem.Mol object at 0x1692ddd90>,0.8040334386846464
5850,CCC=1C=CC(=CC1)OC(C)C2=NC=3C=CC=CC3N2,Z1006751036,266.338,266.338,4.589,-4.83,1,2,37.91,4,https://real.enamine.net/public-enum-files/Z1006751036,<rdkit.Chem.rdchem.Mol object at 0x1692dde00>,0.7655987824647604
5851,COC=1C=CC=C(C1)OC(C)C2=NC=3C=CC=CC3N2,Z1006751048,268.311,268.311,3.65,-3.83,1,3,47.14,4,https://real.enamine.net/public-enum-files/Z1006751048,<rdkit.Chem.rdchem.Mol object at 0x1692dde70>,0.7842364507011277
5852,CC1=CC(CN2CCN(CC2)C(=O)C3=CC=C(Cl)O3)=NO1,Z221030914,309.748,309.748,1.268,-2.952,0,3,62.72,3,https://real.enamine.net/public-enum-files/Z221030914,<rdkit.Chem.rdchem.Mol object at 0x1692ddee0>,0.8694022871695589
5853,O=C(CN1CCN(CC1)C(=O)N[C@H]2CC[C@H](O)CC2)NC3CC3,Z1507447235,324.419,324.419,0.042,-1.007,3,4,84.91,4,https://real.enamine.net/public-enum-files/Z1507447235,<rdkit.Chem.rdchem.Mol object at 0x1692ddf50>,0.6738971576946673
5854,CC=1C=CC=2NC(=CC2C1)C(=O)NCC=3C=CC(=CC3)C(=O)N4CCN(C)CC4,Z424385276,390.479,390.479,3.105,-5.07,2,3,68.44,4,https://real.enamine.net/public-enum-files/Z424385276,<rdkit.Chem.rdchem.Mol object at 0x1692ddfc0>,0.7198348678077839
5855,O=C(C=1C=CC(=CC1)CN2CCC=3C=CC=CC3C2)N4CCCC4,Z219106948,320.429,320.429,3.128,-3.74,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z219106948,<rdkit.Chem.rdchem.Mol object at 0x1692de030>,0.8642513012670473
5856,CC(=O)NCC=1C=CC(=CC1)C(=O)N2CCC=3SC=CC3C2,Z227063934,314.404,314.404,1.534,-3.702,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z227063934,<rdkit.Chem.rdchem.Mol object at 0x1692de0a0>,0.9464542311984471
5858,COC=1C=C2CCN(CC2=CC1OC)C(=O)CC3=CC=C(Cl)C(Cl)=C3,Z29864031,380.265,380.265,3.873,-4.677,0,3,38.77,4,https://real.enamine.net/public-enum-files/Z29864031,<rdkit.Chem.rdchem.Mol object at 0x1692de180>,0.8005315931242204
5859,CC=1N=C(C=CC1C(=O)N2CCCC(C2)C(N)=O)C=3C=CC=CC3,Z168275108,323.39,323.39,1.965,-3.911,1,3,76.29,3,https://real.enamine.net/public-enum-files/Z168275108,<rdkit.Chem.rdchem.Mol object at 0x1692de1f0>,0.9420265979531472
5860,CC1(C)C(=O)NC=2C=CC(=CC21)C(=O)N[C@H]3CC[C@H](O)CC3,Z1507464431,302.369,302.369,0.702,-2.751,3,3,78.43,2,https://real.enamine.net/public-enum-files/Z1507464431,<rdkit.Chem.rdchem.Mol object at 0x1692de260>,0.7810782474477834
5863,CC1CC=2C=CC=CC2N1C(=O)COC=3N=CN=C4C=CC=CC34,Z18537754,319.358,319.358,3.617,-5.091,0,4,55.32,3,https://real.enamine.net/public-enum-files/Z18537754,<rdkit.Chem.rdchem.Mol object at 0x1692de3b0>,0.7445515252696787
5864,CC=1C=CSC1CNC(=O)C=2C=C(C)N=C3C2C(C)=NN3C,Z345093440,314.407,314.407,3.031,-3.519,1,3,59.81,3,https://real.enamine.net/public-enum-files/Z345093440,<rdkit.Chem.rdchem.Mol object at 0x1692de420>,0.8084350681268545
5865,O=C(CCC1=NC(=NO1)C=2C=CC=CN2)NC=3C=CC=4OCCOC4C3,Z382842910,352.345,352.345,1.301,-3.178,1,6,99.37,5,https://real.enamine.net/public-enum-files/Z382842910,<rdkit.Chem.rdchem.Mol object at 0x1692de490>,0.7527635842951445
5866,CC1=NOC(C)=C1C(=O)NC2CCN(CC=3C=CC=CC3)CC2,Z68297908,313.395,313.395,1.351,-2.38,1,3,58.37,5,https://real.enamine.net/public-enum-files/Z68297908,<rdkit.Chem.rdchem.Mol object at 0x1692de500>,0.9426296675914114
5867,CC=1ON=C(C1C(=O)NC=2C=CC=CC2)C=3C=CC=CC3Cl,Z27782841,312.751,312.751,3.472,-5.073,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z27782841,<rdkit.Chem.rdchem.Mol object at 0x1692de570>,0.7712262885354386
5868,COC(=O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,Z18551143,252.227,252.227,-0.269,-0.874,0,4,84.74,3,https://real.enamine.net/public-enum-files/Z18551143,<rdkit.Chem.rdchem.Mol object at 0x1692de5e0>,0.6137053002605788
5870,N#CC=1C=CC(=CC1)CN2CCN(CC=3C=CC=CN3)CC2,Z195862128,292.379,292.379,2.108,-1.743,0,4,43.16,4,https://real.enamine.net/public-enum-files/Z195862128,<rdkit.Chem.rdchem.Mol object at 0x1692de6c0>,0.8668329798971643
5871,CN(C)C1CCN(CC1)C(=O)CC=2C=CC(=CC2)C=3C=CC=CC3,Z815905980,322.445,322.445,2.832,-4.258,0,2,23.55,5,https://real.enamine.net/public-enum-files/Z815905980,<rdkit.Chem.rdchem.Mol object at 0x1692de730>,0.8606247992582657
5872,CC(C)C1=NN(C=C1CN2CCN(CCO)CC2)C=3C=CC=CC3,Z635022308,328.453,328.453,2.996,-1.43,1,4,44.53,6,https://real.enamine.net/public-enum-files/Z635022308,<rdkit.Chem.rdchem.Mol object at 0x1692de7a0>,0.8819924786499607
5873,ClC=1C=CC(=CC1)N2C=C(C=N2)CNC3CCN(CC3)C4CC4,Z635048084,330.855,330.855,2.745,-2.33,1,3,33.09,5,https://real.enamine.net/public-enum-files/Z635048084,<rdkit.Chem.rdchem.Mol object at 0x1692de810>,0.913273080639088
5874,COCC=1C=CC=CC1C(=O)N2CCC(CC2)NC3=CC=CC=C3C,Z1007456422,338.444,338.444,2.415,-4.42,1,3,41.57,6,https://real.enamine.net/public-enum-files/Z1007456422,<rdkit.Chem.rdchem.Mol object at 0x1692de880>,0.8999972472357088
5875,O=C(C1CCN(CC1)C=2N=CC=CN2)N3CCCCCC3,Z128022492,288.389,288.389,0.484,-2.5,0,4,49.33,2,https://real.enamine.net/public-enum-files/Z128022492,<rdkit.Chem.rdchem.Mol object at 0x1692de8f0>,0.8359529536964542
5876,CCN1CCCN(CC1)C(=O)CC=2N=C(OC2C)C=3C=CC=CC3,Z974420904,327.422,327.422,2.125,-2.821,0,3,49.58,5,https://real.enamine.net/public-enum-files/Z974420904,<rdkit.Chem.rdchem.Mol object at 0x1692de960>,0.8662828699128495
5877,CC=1C=CN(N1)C=2C=CC=C(C2)C(=O)NC=3C=CC=C(C)C3C,Z850618718,305.374,305.374,3.664,-4.55,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z850618718,<rdkit.Chem.rdchem.Mol object at 0x1692de9d0>,0.7932366508233504
5878,CC(=O)N1CCCN(CC1)C(=O)C=2C=CC=NC2N3CCCCC3,Z442779374,330.425,330.425,0.237,-2.797,0,4,56.75,2,https://real.enamine.net/public-enum-files/Z442779374,<rdkit.Chem.rdchem.Mol object at 0x1692dea40>,0.8291370192254458
5879,O=C(NC=1C=CC=C2CCCCC12)C=3C=CC(=CC3)N4CCCC4=O,Z26414793,334.412,334.412,4.182,-5.781,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z26414793,<rdkit.Chem.rdchem.Mol object at 0x1692deab0>,0.9239596992474037
5880,COC=1C=CC=CC1NC(=O)CN2C(=O)C=NC=3C=CC=CC32,Z19025437,309.32,309.32,1.318,-2.672,1,4,71.0,4,https://real.enamine.net/public-enum-files/Z19025437,<rdkit.Chem.rdchem.Mol object at 0x1692deb20>,0.8002297300829562
5881,CCOC=1C=CC=C(C1)C(=O)N2CCCC2C3CCCN3C,Z1139331568,302.412,302.412,2.616,-2.78,0,3,32.78,4,https://real.enamine.net/public-enum-files/Z1139331568,<rdkit.Chem.rdchem.Mol object at 0x1692deb90>,0.8571824114109236
5882,CC=1C=CC=2C(=COC2C1C)CC(=O)NC=3C=CN(C)N3,Z115172180,283.326,283.326,2.729,-3.261,1,2,60.06,3,https://real.enamine.net/public-enum-files/Z115172180,<rdkit.Chem.rdchem.Mol object at 0x1692dec00>,0.8035665974926195
5883,CC1=NOC(=N1)C=2C=CC(=CC2)C(=O)N3CCOCC3C,Z364573730,287.314,287.314,1.082,-3.23,0,4,68.46,3,https://real.enamine.net/public-enum-files/Z364573730,<rdkit.Chem.rdchem.Mol object at 0x1692dec70>,0.8435768032970772
5884,NC(=O)CN1CCN(CC1)C(=O)C=2C=CC=NC2N3CCCCC3,Z1007969946,331.414,331.414,0.625,-1.905,1,5,82.77,5,https://real.enamine.net/public-enum-files/Z1007969946,<rdkit.Chem.rdchem.Mol object at 0x1692dece0>,0.8587778404368804
5885,CCC1=NOC(C)=C1C(=O)N2CCCN(CC2)C(=O)CC3CCCC3,Z1007994104,347.453,347.453,1.604,-3.843,0,3,66.65,6,https://real.enamine.net/public-enum-files/Z1007994104,<rdkit.Chem.rdchem.Mol object at 0x1692ded50>,0.8398693702508345
5886,CC(=O)N1CCC=2C=C(C=CC21)NC(=O)C=3C=CN(N3)C4=CC=CC(Cl)=C4,Z750940636,380.828,380.828,3.073,-5.054,1,3,67.23,5,https://real.enamine.net/public-enum-files/Z750940636,<rdkit.Chem.rdchem.Mol object at 0x1692dedc0>,0.7531380602546874
5887,O=C(C1=CSC=2C=CC=CC12)N3CCC(C3)C=4C=CC=CC4,Z941398988,307.411,307.411,3.959,-5.379,0,1,20.31,2,https://real.enamine.net/public-enum-files/Z941398988,<rdkit.Chem.rdchem.Mol object at 0x1692dee30>,0.6808663573836142
5888,CCN1CCC(CNC(=O)C2=CC=CN=C2N3CCCCC3)CC1,Z826788948,330.469,330.469,2.702,-2.23,1,4,48.47,6,https://real.enamine.net/public-enum-files/Z826788948,<rdkit.Chem.rdchem.Mol object at 0x1692deea0>,0.9012042833984746
5889,CC1=NOC(=N1)C=2C=CC(=CC2)C(=O)N3CCNC(=O)C3,Z296142458,286.287,286.287,0.352,-2.71,1,4,88.33,2,https://real.enamine.net/public-enum-files/Z296142458,<rdkit.Chem.rdchem.Mol object at 0x1692def10>,0.87381585183736
5890,CN(C)CCC1CCN(CC1)C(=O)C2CCCN(C2)C=3N=CC=CN3,Z1008585422,345.483,345.483,0.973,-2.17,0,5,52.57,6,https://real.enamine.net/public-enum-files/Z1008585422,<rdkit.Chem.rdchem.Mol object at 0x1692def80>,0.81556045923154
5891,CC(C)(C(=O)N1CCN(CC1)C(=O)C=2C=CC=CN2)N3CCOCC3,Z2013085320,346.425,346.425,0.67,-2.034,0,5,65.98,3,https://real.enamine.net/public-enum-files/Z2013085320,<rdkit.Chem.rdchem.Mol object at 0x1692deff0>,0.7963165968294901
5892,CCN(C(=O)C1CCC(CC1)NC(=O)C2CCCC2)C=3C=CC=CC3,Z995746920,342.476,342.476,2.738,-4.86,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z995746920,<rdkit.Chem.rdchem.Mol object at 0x1692df060>,0.8819564922303049
5893,CCN1CCCC1C2CCCN2C(=O)C3CC3C=4C=CC(=CC4)OC,Z1139333963,342.476,342.476,2.9,-2.83,0,3,32.78,5,https://real.enamine.net/public-enum-files/Z1139333963,<rdkit.Chem.rdchem.Mol object at 0x1692df0d0>,0.8232011862671649
5894,O=C(NC=1C=CC(=NC1)N2CCCC2)C=3C=CC(=CC3)N4CCCC4=O,Z230693114,350.415,350.415,2.769,-4.038,1,4,65.54,4,https://real.enamine.net/public-enum-files/Z230693114,<rdkit.Chem.rdchem.Mol object at 0x1692df140>,0.9203126052876998
5895,CN(C)CC1CCN(CC1)C(=O)C2CCCN(C2)C=3N=CC=CN3,Z1008450158,331.457,331.457,0.444,-2.13,0,5,52.57,5,https://real.enamine.net/public-enum-files/Z1008450158,<rdkit.Chem.rdchem.Mol object at 0x1692df1b0>,0.8366731479701552
5896,CCN(CC)CC1CCN(CC1)C(=O)C2=CC(O)=NC3=CC=CC=C23,Z927487976,341.448,341.448,2.824,-3.739,1,4,56.67,5,https://real.enamine.net/public-enum-files/Z927487976,<rdkit.Chem.rdchem.Mol object at 0x1692df220>,0.9076493812092609
5897,O=C(CC=1C=CC(=CC1)C=2C=CC=CC2)N3CCCC3C(=O)NC4CC4,Z324714696,348.439,348.439,3.556,-5.081,1,2,49.41,5,https://real.enamine.net/public-enum-files/Z324714696,<rdkit.Chem.rdchem.Mol object at 0x1692df290>,0.9022256744303015
5899,CC1CCCC(C)N1C(=O)COC=2C=CC(Br)=CC2Cl,Z18768580,360.674,360.674,4.739,-4.773,0,2,29.54,3,https://real.enamine.net/public-enum-files/Z18768580,<rdkit.Chem.rdchem.Mol object at 0x1692df370>,0.8053320810569813
5900,CC1=NOC(C)=C1C(=O)NCC=2C=CC=CC2CN3CCCCC3,Z115163648,327.422,327.422,2.45,-2.252,1,3,58.37,6,https://real.enamine.net/public-enum-files/Z115163648,<rdkit.Chem.rdchem.Mol object at 0x1692df3e0>,0.9159792840671616
5901,O=C(C=1C=CC=2C=CNC2C1)N3CCC(CC3)C(=O)N4CCCCC4,Z735279412,339.432,339.432,0.754,-4.095,1,2,56.41,2,https://real.enamine.net/public-enum-files/Z735279412,<rdkit.Chem.rdchem.Mol object at 0x1692df450>,0.9141992106855207
5902,CC1=NC=2C=CC=CC2C(=O)N1CC(=O)NC(C3CC3)C4CC4,Z260429806,311.379,311.379,2.203,-3.076,1,3,61.77,5,https://real.enamine.net/public-enum-files/Z260429806,<rdkit.Chem.rdchem.Mol object at 0x1692df4c0>,0.9184694202964706
5903,O=C(CN1C(=O)NC=2C=CC=CC2C1=O)NC(C3CC3)C4CC4,Z370565630,313.352,313.352,2.252,-3.951,2,3,78.51,6,https://real.enamine.net/public-enum-files/Z370565630,<rdkit.Chem.rdchem.Mol object at 0x1692df530>,0.8633331197246014
5904,COC1=CC(=CC(=C1)OC)NC(=O)C=2C=C(C)N=C3C=CC=CC23,Z30886430,322.359,322.359,3.743,-4.348,1,4,60.45,4,https://real.enamine.net/public-enum-files/Z30886430,<rdkit.Chem.rdchem.Mol object at 0x1692df5a0>,0.7932039346683194
5905,O=C(NCC1(CC1)C=2C=CC=CC2)C=3C=C(O)N=C4C=CC=CC34,Z226320892,318.37,318.37,4.362,-4.154,2,3,62.22,4,https://real.enamine.net/public-enum-files/Z226320892,<rdkit.Chem.rdchem.Mol object at 0x1692df610>,0.7747832767763319
5906,COC=1C=CC(=CC1)CC2CCN(CC2)C(=O)C=3C(C)=NOC3C,Z983203958,328.406,328.406,2.691,-3.16,0,3,55.57,4,https://real.enamine.net/public-enum-files/Z983203958,<rdkit.Chem.rdchem.Mol object at 0x1692df680>,0.8630425058951781
5907,O=C(CN1C(=O)C=NC=2C=CC=CC21)NC3CC3C4=CC=CC(F)=C4,Z898995628,337.348,337.348,2.263,-3.27,1,3,61.77,4,https://real.enamine.net/public-enum-files/Z898995628,<rdkit.Chem.rdchem.Mol object at 0x1692df6f0>,0.7938063825369159
5908,COC=1C=CC=CC1CC(=O)NC=2C=CC=C(C2)OCC(=O)N3CCCC3,Z393862686,368.427,368.427,2.24,-3.865,1,4,67.87,7,https://real.enamine.net/public-enum-files/Z393862686,<rdkit.Chem.rdchem.Mol object at 0x1692df760>,0.815998846877756
5909,CC=1NC=2C=CC(F)=CC2C1CC(=O)N3CCCC3C(=O)NC4CC4,Z354527904,343.396,343.396,2.418,-3.93,2,2,65.2,4,https://real.enamine.net/public-enum-files/Z354527904,<rdkit.Chem.rdchem.Mol object at 0x1692df7d0>,0.8954017763689848
5911,C1=CC(=CC=N1)CCN2CCCC2CN3CCCC3,Z1159226314,259.391,259.391,1.2,-0.447,0,3,19.37,5,https://real.enamine.net/public-enum-files/Z1159226314,<rdkit.Chem.rdchem.Mol object at 0x1692df8b0>,0.8077920613092792
5912,CC(C)(C(=O)N1CCCC(C1)C(=O)NC2CC2)C=3C=CC=4OCCOC4C3,Z960014246,372.459,372.459,2.354,-3.76,1,4,67.87,4,https://real.enamine.net/public-enum-files/Z960014246,<rdkit.Chem.rdchem.Mol object at 0x1692df920>,0.880292023339398
5913,O=C(C=1C=CC=C(C1)S(=O)(=O)NC2CC2)N3CCCC4CCCCC43,Z51886922,362.488,362.488,3.24,-4.548,1,3,66.48,3,https://real.enamine.net/public-enum-files/Z51886922,<rdkit.Chem.rdchem.Mol object at 0x1692df990>,0.8954638953405166
5914,COC=1C=CC(=CC1)C2(CCCC2)NC(=O)C3CC(=O)N(C)C3,Z1079358300,316.396,316.396,2.783,-2.959,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z1079358300,<rdkit.Chem.rdchem.Mol object at 0x1692dfa00>,0.9248115616650224
5915,CCC(C)C(=O)N1CCC(CC1)C2=NC(C)=NO2,Z730735486,251.325,251.325,0.147,-1.73,0,3,59.23,3,https://real.enamine.net/public-enum-files/Z730735486,<rdkit.Chem.rdchem.Mol object at 0x1692dfa70>,0.8253626302700321
5917,O=C(CN1CCCN(CC2CCCCC2)CC1)NC=3C=CC=C(Cl)C3,Z729676470,363.925,363.925,4.543,-4.239,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z729676470,<rdkit.Chem.rdchem.Mol object at 0x1692dfb50>,0.8621692264690415
5918,COC=1C=CC=CC1CC(=O)N2CCC(CC2)NCC=3C=CN=CC3,Z973109408,339.432,339.432,0.858,-2.349,1,4,54.46,7,https://real.enamine.net/public-enum-files/Z973109408,<rdkit.Chem.rdchem.Mol object at 0x1692dfbc0>,0.8780788134338379
5919,COC=1C=CC(NC(=O)N2CCC(CC2)C=3C=CC=CN3)=C(C)N1,Z1512048749,326.394,326.394,2.024,-2.62,1,4,67.35,5,https://real.enamine.net/public-enum-files/Z1512048749,<rdkit.Chem.rdchem.Mol object at 0x1692dfc30>,0.9403056831714439
5920,CC1CCC(C)N1C2CCCN(C2)C(=O)C3(CC3)C=4C=CC=CC4,Z942051904,326.477,326.477,3.66,-2.572,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z942051904,<rdkit.Chem.rdchem.Mol object at 0x1692dfca0>,0.8474391008526028
5921,O=C(NC=1C=CC=CC1)C2CCN(CC2)C=3N=CN=C4C=CC=CC34,Z128153454,332.4,332.4,2.489,-4.87,1,4,58.12,3,https://real.enamine.net/public-enum-files/Z128153454,<rdkit.Chem.rdchem.Mol object at 0x1692dfd10>,0.7975655160160124
5922,O=C(COC=1C=CC=CC1Cl)N2CCC(CC2)C(=O)NCC=3C=CC=CC3,Z95974723,386.872,386.872,2.416,-4.616,1,3,58.64,6,https://real.enamine.net/public-enum-files/Z95974723,<rdkit.Chem.rdchem.Mol object at 0x1692dfd80>,0.8284227927977936
5923,O=C1NC2(CCCCCC2)C(=O)N1CCCC=3C=CC=CC3,Z13869715,300.396,300.396,3.961,-4.611,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z13869715,<rdkit.Chem.rdchem.Mol object at 0x1692dfdf0>,0.8676680406413234
5924,N#CC=1C=CC(=NC1)N2CCN(CC2)C3=NC=4C=CC=CC4S3,Z644653704,321.401,321.401,2.802,-4.662,0,5,56.05,2,https://real.enamine.net/public-enum-files/Z644653704,<rdkit.Chem.rdchem.Mol object at 0x1692dfe60>,0.7262471395801262
5927,CC=1C=CC(=CC1)OCCN2C(=O)NC(C)(C2=O)C=3C=CC=CC3,Z14049258,324.374,324.374,3.927,-4.76,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z14049258,<rdkit.Chem.rdchem.Mol object at 0x1692e0040>,0.8605138483028819
5928,COC=1C=CC(=CC1)OCCN2C(=O)NC(C)(C2=O)C=3C=CC=CC3,Z14049287,340.374,340.374,3.517,-4.259,1,4,67.87,6,https://real.enamine.net/public-enum-files/Z14049287,<rdkit.Chem.rdchem.Mol object at 0x1692e00b0>,0.8207810655365347
5929,CC1=CC=CC(C)=C1OCCN2C(=O)NC(C)(C2=O)C=3C=CC=CC3,Z14051931,338.401,338.401,4.426,-4.792,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z14051931,<rdkit.Chem.rdchem.Mol object at 0x1692e0120>,0.8521836808629822
5930,CC=1C=CC(=CC1)C2(C)NC(=O)N(CCOC=3C=CC(Cl)=CC3)C2=O,Z14060083,358.819,358.819,4.78,-5.474,1,3,58.64,5,https://real.enamine.net/public-enum-files/Z14060083,<rdkit.Chem.rdchem.Mol object at 0x1692e0190>,0.8321519606756232
5931,CC=1C=CC(=CC1)CN2C(=O)NC(C)(C2=O)C=3C=CC(C)=CC3,Z14060596,308.375,308.375,4.238,-5.073,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z14060596,<rdkit.Chem.rdchem.Mol object at 0x1692e0200>,0.8847608112885386
5932,CC=1C=CC(=CC1)C2(C)NC(=O)N(CC=3C=CC=CC3)C2=O,Z14063173,294.348,294.348,3.739,-4.577,1,2,49.41,3,https://real.enamine.net/public-enum-files/Z14063173,<rdkit.Chem.rdchem.Mol object at 0x1692e0270>,0.8847951286088527
5933,CCC1(NC(=O)N(CC=2C=CC(Cl)=CC2)C1=O)C=3C=CC=CC3,Z14070725,328.793,328.793,4.482,-5.197,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z14070725,<rdkit.Chem.rdchem.Mol object at 0x1692e02e0>,0.8699873409347185
5934,O=C(C=1NC=2C=CC=CC2C1Cl)N3CCN(CC3)C=4C=CC(F)=CC4,Z454389662,357.81,357.81,4.29,-6.062,1,2,39.34,3,https://real.enamine.net/public-enum-files/Z454389662,<rdkit.Chem.rdchem.Mol object at 0x1692e0350>,0.7546115853609957
5935,CC=1C=C(NC(=O)C=2C=NN(C2)C=3C=CC=CC3)N(C)N1,Z372548308,281.313,281.313,1.64,-2.379,1,3,64.74,4,https://real.enamine.net/public-enum-files/Z372548308,<rdkit.Chem.rdchem.Mol object at 0x1692e03c0>,0.7998311334560854
5937,CC1(NC(=O)N(CCOC=2C=CC=CC2)C1=O)C=3C=CC(C#N)=CC3,Z14099233,335.357,335.357,2.861,-4.546,1,4,82.43,5,https://real.enamine.net/public-enum-files/Z14099233,<rdkit.Chem.rdchem.Mol object at 0x1692e04a0>,0.8507379333057081
5938,CC1CCCCC1NC(=O)CC=2C=CC(=CC2)S(=O)(=O)N3CCCCC3,Z27075591,378.531,378.531,3.628,-4.211,1,3,66.48,6,https://real.enamine.net/public-enum-files/Z27075591,<rdkit.Chem.rdchem.Mol object at 0x1692e0510>,0.8560772659953629
5939,CC=1C=CC=CC1CN2C(=O)NC3(CCC=4C=CC=CC43)C2=O,Z14183127,306.359,306.359,3.554,-4.836,1,2,49.41,2,https://real.enamine.net/public-enum-files/Z14183127,<rdkit.Chem.rdchem.Mol object at 0x1692e0580>,0.867385482840685
5940,CC(C(=O)NC1CCC(C)CC1)N2CCN(CC2)C=3C=CC(F)=CC3,Z265515154,347.471,347.471,4.602,-4.195,1,3,35.58,5,https://real.enamine.net/public-enum-files/Z265515154,<rdkit.Chem.rdchem.Mol object at 0x1692e05f0>,0.9093246304790121
5941,CC=1C=CC(Cl)=CC1N2CCN(CC2)C(=O)NCC3CCC3,Z402531676,321.845,321.845,4.574,-4.578,1,2,35.58,5,https://real.enamine.net/public-enum-files/Z402531676,<rdkit.Chem.rdchem.Mol object at 0x1692e0660>,0.9270237067207162
5942,CCC1(NC(=O)N(CC=2C=CC(Br)=CC2)C1=O)C=3C=CC(F)=CC3,Z14222751,391.235,391.235,4.775,-5.758,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z14222751,<rdkit.Chem.rdchem.Mol object at 0x1692e06d0>,0.8030597354373313
5943,CCC1(NC(=O)N(CC=2C=CC(F)=CC2)C1=O)C=3C=CC(F)=CC3,Z14222797,330.329,330.329,4.055,-5.013,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z14222797,<rdkit.Chem.rdchem.Mol object at 0x1692e0740>,0.8744454278398094
5944,CCC1(NC(=O)N(CC=2C=CC=C(F)C2)C1=O)C=3C=CC(F)=CC3,Z14220082,330.329,330.329,4.055,-5.013,1,2,49.41,4,https://real.enamine.net/public-enum-files/Z14220082,<rdkit.Chem.rdchem.Mol object at 0x1692e07b0>,0.8744454278398094
5945,CCC1=C(C=NN1C=2C=CC(Cl)=CC2)C(=O)N3CC(C)OC=4N=CC=CC43,Z1832764902,382.844,382.844,3.723,-4.993,0,4,60.25,3,https://real.enamine.net/public-enum-files/Z1832764902,<rdkit.Chem.rdchem.Mol object at 0x1692e0820>,0.6886416733024395
5946,CCCOC=1C=CC=CC1NC(=O)C=2C=C(C=CN2)N3C=CN=C3C,Z991674146,336.389,336.389,2.96,-3.08,1,4,69.04,7,https://real.enamine.net/public-enum-files/Z991674146,<rdkit.Chem.rdchem.Mol object at 0x1692e0890>,0.7463331621787657
5948,COC=1C=CC(=CC1)NC(=O)C2=CC=C(S2)C=3C=CC(F)=CC3,Z71400232,327.374,327.374,4.717,-6.09,1,2,38.33,5,https://real.enamine.net/public-enum-files/Z71400232,<rdkit.Chem.rdchem.Mol object at 0x1692e0970>,0.7462238119192448
5949,CC1(C)CN(C(=O)C=2C=CC(=CC2)CN3C(=O)CCC3=O)C1C=4C=CC=CC4,Z809306802,376.449,376.449,2.728,-4.76,0,3,57.69,4,https://real.enamine.net/public-enum-files/Z809306802,<rdkit.Chem.rdchem.Mol object at 0x1692e09e0>,0.7669047530875974
5950,O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCCCCC2)C3CCCC3,Z26520756,350.477,350.477,4.04,-4.47,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z26520756,<rdkit.Chem.rdchem.Mol object at 0x1692e0a50>,0.9050829895092964
5951,CC1=CN=C(NC(=O)CC=2C(C)=NC=3C=CC=CC3C2C)S1,Z29324360,311.403,311.403,3.219,-4.52,1,3,54.88,4,https://real.enamine.net/public-enum-files/Z29324360,<rdkit.Chem.rdchem.Mol object at 0x1692e0ac0>,0.8002309432390474
