,SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL,mol,QED
25200,COC1=CC=2CCN(CC2C=C1OC)C(=O)CC34CC5CC(CC(C5)C4)C3,Z29863986,369.498,369.498,4.617,-5.621,0,3,38.77,4,https://real.enamine.net/public-enum-files/Z29863986,<rdkit.Chem.rdchem.Mol object at 0x309cf3a70>,0.7985461074110268
25201,COC=1C=C2CCN(CC2=CC1OC)C(=O)C=3C=C(Cl)C=CC3Cl,Z29864028,366.238,366.238,4.266,-5.166,0,3,38.77,4,https://real.enamine.net/public-enum-files/Z29864028,<rdkit.Chem.rdchem.Mol object at 0x309cf3ae0>,0.8170317564104695
25202,CC=1C=CC(=CC1)CN2CC(CC2=O)C(=O)NCC3=CC=CC(=C3)C(F)(F)F,Z29858664,390.4,390.4,4.46,-5.005,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z29858664,<rdkit.Chem.rdchem.Mol object at 0x309cf3b50>,0.8468581821166804
25203,CC(NC(=O)C=1C=CC(=NC1)N2CCCCCC2)C=3C=CC(F)=CC3,Z356386070,341.423,341.423,4.475,-4.47,1,3,45.23,5,https://real.enamine.net/public-enum-files/Z356386070,<rdkit.Chem.rdchem.Mol object at 0x309cf3bc0>,0.9108112696985988
25204,O=C(CC1=CC=NN1)N[C@H]2CC[C@H](CO)CC2,Z1522267362,237.299,237.299,-0.648,-1.44,3,3,78.01,5,https://real.enamine.net/public-enum-files/Z1522267362,<rdkit.Chem.rdchem.Mol object at 0x309cf3c30>,0.7180263482146808
25205,O=C(NCC1COC=2C=CC=CC2O1)C=3C=CC(Cl)=CC3,Z29885126,303.74,303.74,3.694,-4.959,1,3,47.56,4,https://real.enamine.net/public-enum-files/Z29885126,<rdkit.Chem.rdchem.Mol object at 0x309cf3ca0>,0.9481902057854172
25206,COC=1C=CC=C(C1)C(=O)NCC2COC=3C=CC=CC3O2,Z29885222,299.322,299.322,2.981,-4.232,1,4,56.79,5,https://real.enamine.net/public-enum-files/Z29885222,<rdkit.Chem.rdchem.Mol object at 0x309cf3d10>,0.9406499116082326
25207,CCOC=1C=CC=CC1C(=O)NCC2COC=3C=CC=CC3O2,Z29885265,313.348,313.348,3.44,-4.561,1,4,56.79,6,https://real.enamine.net/public-enum-files/Z29885265,<rdkit.Chem.rdchem.Mol object at 0x309cf3d80>,0.9218110466213473
25210,CC=1C=CC=C(C1)OC=2C=CC(=CC2)NC(=O)C3CCC3,Z29906353,281.35,281.35,4.671,-5.253,1,1,38.33,5,https://real.enamine.net/public-enum-files/Z29906353,<rdkit.Chem.rdchem.Mol object at 0x309cf3ed0>,0.8940128762051268
25212,COC=1C=CC(=CC1NC(=O)C23CC4CC(CC(C4)C3)C2)NC(C)=O,Z29950321,342.433,342.433,2.371,-5.136,2,3,67.43,6,https://real.enamine.net/public-enum-files/Z29950321,<rdkit.Chem.rdchem.Mol object at 0x309cf4040>,0.8742023380137002
25213,COC=1C=CC(=CC1NC(=O)C2CCC2)NC(C)=O,Z29950382,262.305,262.305,0.625,-2.944,2,3,67.43,6,https://real.enamine.net/public-enum-files/Z29950382,<rdkit.Chem.rdchem.Mol object at 0x309cf40b0>,0.8751035492893559
25214,CCN1CCC(CC1)NC(=O)C(C)(C)C=2C=CC=C(C2)C(F)(F)F,Z1053646468,342.4,342.4,2.868,-3.381,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1053646468,<rdkit.Chem.rdchem.Mol object at 0x309cf4120>,0.9069797392016417
25215,COC(=O)CC1C(=O)NCCN1C(=O)C=2C=CC=C(Br)C2,Z29975527,355.184,355.184,1.929,-3.418,1,3,75.71,5,https://real.enamine.net/public-enum-files/Z29975527,<rdkit.Chem.rdchem.Mol object at 0x309cf4190>,0.8197203055970381
25216,O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCOCC2)C3CC3,Z30000692,310.37,310.37,1.346,-2.483,1,4,75.71,5,https://real.enamine.net/public-enum-files/Z30000692,<rdkit.Chem.rdchem.Mol object at 0x309cf4200>,0.9019249664994521
25217,O=C(C=1C=CC(Cl)=CC1Cl)N2CCN(CC2)C=3C=CC=CC3F,Z30011342,353.218,353.218,4.606,-5.769,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z30011342,<rdkit.Chem.rdchem.Mol object at 0x309cf4270>,0.8118514893878589
25218,O=C(N1CCN(CC1)C2=CC=CC=C2F)C34CC5CC(CC(C5)C4)C3,Z30011349,342.451,342.451,4.152,-5.777,0,2,23.55,3,https://real.enamine.net/public-enum-files/Z30011349,<rdkit.Chem.rdchem.Mol object at 0x309cf42e0>,0.8182717524563463
25219,CC(C)C=1C=CC(=CC1)C(=O)N2CCN(CC2)C=3C=CC=CC3F,Z30011374,326.409,326.409,4.505,-5.757,0,2,23.55,4,https://real.enamine.net/public-enum-files/Z30011374,<rdkit.Chem.rdchem.Mol object at 0x309cf4350>,0.8535903251253457
25220,CC1=NOC(C)=C1C(=O)NC(C=2C=CC=CC2)C3CC3,Z216952668,270.327,270.327,2.226,-2.845,1,2,55.13,5,https://real.enamine.net/public-enum-files/Z216952668,<rdkit.Chem.rdchem.Mol object at 0x309cf43c0>,0.9279805228791729
25221,CCN1CCN(CC1)C(=O)NCCC=2C=CC(O)=CC2,Z1055858454,277.363,277.363,2.107,-1.382,2,3,55.81,6,https://real.enamine.net/public-enum-files/Z1055858454,<rdkit.Chem.rdchem.Mol object at 0x309cf4430>,0.8715164781655911
25222,CC1CC(C)CN(C1)C(=O)C2CCCN2C(=O)C34CC5CC(CC(C5)C4)C3,Z30164067,372.545,372.545,4.077,-5.938,0,2,40.62,2,https://real.enamine.net/public-enum-files/Z30164067,<rdkit.Chem.rdchem.Mol object at 0x309cf44a0>,0.7415037523148812
25223,Cl.O=C(NCC=1C=CC=NC1)C=2C=CC(=CC2)OC(F)F,Z56772327,314.715,278.255,1.979,-3.45,1,3,51.22,6,https://real.enamine.net/public-enum-files/Z56772327,<rdkit.Chem.rdchem.Mol object at 0x309cf4510>,0.9226178669488113
25225,O=C(NCC=1C=CC=CN1)C=2C=CC=3NC=4CCCCC4C3C2,Z30165007,305.374,305.374,3.086,-4.512,2,2,57.78,4,https://real.enamine.net/public-enum-files/Z30165007,<rdkit.Chem.rdchem.Mol object at 0x309cf45f0>,0.779187019310105
25228,CCOC=1C=CC=CC1C(=O)NC2=NC=3C=CC=CC3S2,Z30199812,298.361,298.361,4.033,-5.177,1,3,51.22,5,https://real.enamine.net/public-enum-files/Z30199812,<rdkit.Chem.rdchem.Mol object at 0x309cf4740>,0.7932182801462025
25229,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)CC3=CNC=4C=CC=CC34,Z30235746,363.454,363.454,3.779,-4.657,1,3,48.57,5,https://real.enamine.net/public-enum-files/Z30235746,<rdkit.Chem.rdchem.Mol object at 0x309cf47b0>,0.7552139565583489
25230,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C=3C=NC=CN3,Z30235777,312.367,312.367,1.259,-2.361,0,5,58.56,5,https://real.enamine.net/public-enum-files/Z30235777,<rdkit.Chem.rdchem.Mol object at 0x309cf4820>,0.8619645873546274
25231,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)CCC3=CNC4=CC=CC=C34,Z30235446,377.48,377.48,3.818,-4.923,1,3,48.57,6,https://real.enamine.net/public-enum-files/Z30235446,<rdkit.Chem.rdchem.Mol object at 0x309cf4890>,0.7098564099209546
25232,CC1CCC=2NC=3C=CC(=CC3C2C1)C(=O)NC=4C=CC(=CC4)C(N)=O,Z30240756,347.411,347.411,3.73,-6.137,3,2,87.98,3,https://real.enamine.net/public-enum-files/Z30240756,<rdkit.Chem.rdchem.Mol object at 0x309cf4900>,0.6751822119969729
25233,O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCCCC2)C3CCC3,Z30219409,322.424,322.424,2.922,-3.699,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z30219409,<rdkit.Chem.rdchem.Mol object at 0x309cf4970>,0.9263483279298889
25234,O=C(NC=1C=CC=C(C1)S(=O)(=O)N2CCCCC2)C3CCCC3,Z30219410,336.451,336.451,3.481,-4.202,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z30219410,<rdkit.Chem.rdchem.Mol object at 0x309cf49e0>,0.9189775868072018
25235,CCOC=1C=CC=CC1N2CCN(CC2)C(=O)C3=CC=4C=CC=CC4O3,Z30235619,350.412,350.412,3.876,-5.427,0,3,45.92,4,https://real.enamine.net/public-enum-files/Z30235619,<rdkit.Chem.rdchem.Mol object at 0x309cf4a50>,0.718066974790446
25236,CCC(NC(=O)C=1C=CC=C(C)N1)C=2C(C)=NOC2C,Z1522922452,273.331,273.331,2.18,-2.081,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z1522922452,<rdkit.Chem.rdchem.Mol object at 0x309cf4ac0>,0.9296529009846549
25237,CC1CCCN(CC=2C=CC=CC2CNC(=O)C=3C=CC=C(C3)C(N)=O)C1,Z424499568,365.47,365.47,3.26,-4.146,2,3,75.43,6,https://real.enamine.net/public-enum-files/Z424499568,<rdkit.Chem.rdchem.Mol object at 0x309cf4b30>,0.8263435798662405
25238,O=C(CC=1C=CC=CC1F)NC=2C=CC(=CC2)S(=O)(=O)N3CCCC3,Z30223715,362.42,362.42,3.131,-3.937,1,3,66.48,6,https://real.enamine.net/public-enum-files/Z30223715,<rdkit.Chem.rdchem.Mol object at 0x309cf4ba0>,0.8893948084339613
25240,CNC(=O)C1=CC=C(S1)C=2C=CC=3OCCOC3C2,Z30271960,275.325,275.325,2.734,-4.437,1,3,47.56,3,https://real.enamine.net/public-enum-files/Z30271960,<rdkit.Chem.rdchem.Mol object at 0x309cf4c80>,0.9159185622992283
25241,CNC(=O)C1=CC=C(O1)C2=NC=3C=CC=CC3S2,Z30272034,258.297,258.297,2.43,-3.877,1,2,55.13,3,https://real.enamine.net/public-enum-files/Z30272034,<rdkit.Chem.rdchem.Mol object at 0x309cf4cf0>,0.7685452328610999
25242,CC=1C=CC(=CC1C(=O)NCC2CCCCC2)S(=O)(=O)N3CCOCC3,Z30258222,380.504,380.504,3.171,-5.045,1,4,75.71,4,https://real.enamine.net/public-enum-files/Z30258222,<rdkit.Chem.rdchem.Mol object at 0x309cf4d60>,0.8506073407721696
