sep=,
SMILES,Catalog ID,MW,MW (desalted),ClogP,logS,HBD,HBA,TPSA,RotBonds,AnalogsFromREAL
CC1=CC=CN2C=C(COC=3C=CC(Cl)=CC3C(N)=O)N=C12,Z26325044,315.755,315.755,3.127,-4.114,1,3,69.62,4,https://real.enamine.net/public-enum-files/Z26325044
NC(=O)C=1C=C(Cl)C=CC1OCC2=CN3C=C(Cl)C=CC3=N2,Z26325047,336.173,336.173,3.351,-4.569,1,3,69.62,4,https://real.enamine.net/public-enum-files/Z26325047
COC=1C=CC=C(C(N)=O)C1OCC2=CN3C=C(Cl)C=CC3=N2,Z26326571,331.754,331.754,2.192,-3.843,1,4,78.85,5,https://real.enamine.net/public-enum-files/Z26326571
O=C(NC=1C=CC=C2CCCCC12)C=3C=CC=4N=CSC4C3,Z26415869,308.399,308.399,4.721,-5.95,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z26415869
CC1=CC(=NO1)C(=O)NC2=NC=3C=CC(=CC3S2)SC(F)F,Z26447893,341.359,341.359,3.45,-5.01,1,3,68.02,5,https://real.enamine.net/public-enum-files/Z26447893
COC=1C=C(C=C(Cl)C1OC)C(=O)NC2CCC=3C=CC=CC32,Z169790192,331.794,331.794,3.707,-4.71,1,3,47.56,5,https://real.enamine.net/public-enum-files/Z169790192
COC=1C=C(C#N)C=CC1OCC2=CSC(=N2)C=3C=NN(C)C3,Z650875874,326.375,326.375,1.955,-3.04,0,5,72.96,5,https://real.enamine.net/public-enum-files/Z650875874
CC=1C=C(Br)C=CC1NC(=O)CC2=CN3C=CSC3=N2,Z26622073,350.235,350.235,2.693,-4.516,1,2,46.4,4,https://real.enamine.net/public-enum-files/Z26622073
O=C(NC1=NC=2CCN(CC=3C=CC=CC3)CC2S1)C4=CC=CN=C4,Z27332168,350.439,350.439,2.557,-3.793,1,4,58.12,5,https://real.enamine.net/public-enum-files/Z27332168
CC=1C=CC=CC1N2N=CC=3C(=NC=NC32)NCC=4C=CC(F)=CC4,Z1041114010,333.363,333.363,4.382,-5.16,1,4,55.63,4,https://real.enamine.net/public-enum-files/Z1041114010
O=C(CC1=NN2C=CC=NC2=N1)NC=3C=CC(=CC3)OC4=CC=CC(Cl)=C4,Z952012898,379.8,379.8,2.722,-5.445,1,4,81.41,5,https://real.enamine.net/public-enum-files/Z952012898
CC(NC(=O)C=1C=CC=2CCCCC2C1)C=3C=CC=CN3,Z90933564,280.365,280.365,3.213,-4.732,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z90933564
COC=1C=CC(=CC1Cl)NC(=O)C=2C=CC=3N=CSC3C2,Z26743609,318.779,318.779,3.669,-5.02,1,3,51.22,4,https://real.enamine.net/public-enum-files/Z26743609
O=C(NCC=1C=CC(=NC1)N2C=NC=N2)C=3C=NC4=CC=CC=C4N3,Z422971012,331.332,331.332,0.867,-3.33,1,6,98.48,5,https://real.enamine.net/public-enum-files/Z422971012
CC1=C(SC=2N=C(C=CC12)C(F)(F)F)C(=O)NCC3=CC4=CC=CC=C4O3,Z452258960,390.381,390.381,4.74,-6.93,1,2,55.13,4,https://real.enamine.net/public-enum-files/Z452258960
CC1=NC=C(N1CC=2C=C(ON2)C3=CC=CS3)[N+]([O-])=O,Z850550546,290.3,290.3,2.107,-2.885,0,4,86.99,4,
CC=1C=CC=2C(=COC2C1)CC(=O)NC=3C(C)=CC=CC3C,Z27072047,293.36,293.36,3.456,-4.86,1,1,42.24,4,https://real.enamine.net/public-enum-files/Z27072047
O=C(NC1=NN=C(S1)C2CC2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,Z27167316,381.298,381.298,3.916,-5.74,1,3,54.88,6,https://real.enamine.net/public-enum-files/Z27167316
CC=1C=C2OC=C(CC(=O)NC=3C=CC=C(Cl)C3F)C2=CC1C,Z27196444,331.769,331.769,4.811,-5.813,1,1,42.24,4,https://real.enamine.net/public-enum-files/Z27196444
CC=1C=CC(C(=O)NC(C)C=2C=CC(=CC2)N3C=CN=C3)=C(C)C1,Z27307086,319.401,319.401,3.734,-4.82,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z27307086
CC(NC(=O)C1=CC=2C=CC=CC2O1)C=3C=CC(=CC3)N4C=CN=C4,Z27306835,331.369,331.369,3.636,-4.87,1,2,60.06,5,https://real.enamine.net/public-enum-files/Z27306835
CS(=O)(=O)C=1C=CC=C(C1)C(=O)NC2=NC=3C=CC(Cl)=CC3S2,Z27366333,366.845,366.845,2.821,-5.338,1,4,76.13,4,https://real.enamine.net/public-enum-files/Z27366333
CCN1C(CNC(=O)N2CCCC2C=3C=CC(Cl)=C(Cl)C3)=NC4=CC=CC=C41,Z751785660,417.332,417.332,4.842,-5.23,1,2,50.16,4,https://real.enamine.net/public-enum-files/Z751785660
CC(NC(=O)C=1C=CC=C(C1)OC=2C=CC=CC2)C=3C=CC=CN3,Z27633516,318.37,318.37,3.739,-4.753,1,2,51.22,6,https://real.enamine.net/public-enum-files/Z27633516
COC=1C=C(C=CC1OC(C)C)C(=O)N2C=3C=CC=CC3CC2C,Z27690840,325.402,325.402,3.886,-4.585,0,3,38.77,4,https://real.enamine.net/public-enum-files/Z27690840
CCN1C(CC=2C=CC(=CC2)OC)=NC=3C=CC=CC31,Z57299963,266.338,266.338,3.866,-2.88,0,2,27.05,4,https://real.enamine.net/public-enum-files/Z57299963
CC1=NN(CC=2C=CC(Cl)=CC2)C=3SC(=CC13)C(=O)N4CC(C)OC(C)C4,Z27725608,403.927,403.927,4.364,-5.623,0,3,47.36,3,https://real.enamine.net/public-enum-files/Z27725608
CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)N3CC(C)OC(C)C3,Z27725765,361.866,361.866,3.422,-3.626,0,3,47.36,4,https://real.enamine.net/public-enum-files/Z27725765
CC1=CC=C(O1)C2=NC=3C=CC=CC3C(=O)N2,Z666587254,226.231,226.231,2.288,-3.93,1,2,54.6,1,https://real.enamine.net/public-enum-files/Z666587254
CS(=O)(=O)C=1C=CC=CC1C(=O)NC2=NC=3C=CC(=CC3S2)OC=4C=CC=CC4,Z27867713,424.496,424.496,4.216,-6.467,1,4,85.36,5,https://real.enamine.net/public-enum-files/Z27867713
CC(=O)NC=1C=CC=C(C1)N2N=NN=C2SCC=3C=CC=NC3,Z321091932,326.378,326.378,1.52,-3.736,1,5,85.59,6,https://real.enamine.net/public-enum-files/Z321091932
CC(NC(=O)C=1C=CN=CC1)C=2C=CC(=CC2)C=3C=CC=CC3,Z27999586,302.371,302.371,4.273,-4.951,1,2,41.99,5,https://real.enamine.net/public-enum-files/Z27999586
COC=1C=CC(O)=C(C1)C(=O)C=2C=NN(C2)C3=NN=CC4=CC=CC=C34,Z666064312,346.34,346.34,2.716,-4.782,1,6,90.13,4,
CC=1OC(=NC1C(=O)N2CCCC=3C=C(C)C=CC32)C=4C=CC=CC4,Z28078443,332.397,332.397,3.981,-5.791,0,2,46.34,3,https://real.enamine.net/public-enum-files/Z28078443
CS(=O)(=O)C=1C=CC=2N=C(NC(=O)C=3C=C(C=CC3Cl)[N+]([O-])=O)SC2C1,Z28179975,411.842,411.842,1.972,-5.985,1,6,119.27,5,https://real.enamine.net/public-enum-files/Z28179975
COC=1C=CC(=CC1)C2=NN=C(SCCN3C=NC=N3)N2C,Z1047657238,316.383,316.383,0.866,-4.161,0,5,70.65,6,https://real.enamine.net/public-enum-files/Z1047657238
CC=1N=C2C=CC=CC2=C(C)C1CC(=O)NC=3C=CC(Cl)=CC3Cl,Z28293586,359.249,359.249,4.408,-5.81,1,2,41.99,4,https://real.enamine.net/public-enum-files/Z28293586
[O-][N+](=O)C=1N=CN(CC2=CN3C=C(Cl)C=CC3=N2)N1,Z666247674,278.655,278.655,1.046,-3.523,0,5,91.15,3,https://real.enamine.net/public-enum-files/Z666247674
COC=1C=CC(=CN1)C(=O)OCC2=NC(=NO2)C=3C=CSC3,Z154661602,317.322,317.322,2.501,-3.378,0,5,87.34,6,https://real.enamine.net/public-enum-files/Z154661602
CC1=CC=C(O1)C(=O)N(CC2=NC=3C=CC=CC3C(=O)N2)C(C)C,Z28462307,325.363,325.363,1.471,-4.311,1,3,74.91,5,https://real.enamine.net/public-enum-files/Z28462307
O=C(NC=1C=CC=C2C=CC=NC12)C=3C=C(Cl)C=C(Cl)C3,Z28487409,317.169,317.169,4.679,-5.639,1,2,41.99,3,https://real.enamine.net/public-enum-files/Z28487409
CN1C=CC(=CC1=O)CN2N=NN(C2=O)C=3C=CC=CC3Cl,Z654447042,317.731,317.731,1.839,-2.69,0,4,68.58,3,https://real.enamine.net/public-enum-files/Z654447042
N#CC=1C=CC=CC1CN2N=NC(=N2)C=3C=CC(Cl)=CC3Cl,Z1729848473,330.171,330.171,4.198,-5.458,0,4,67.39,3,
CC(=O)NC=1C=CC=C(C1)C(=O)NC2=NN=C(SCC=3C=CC(F)=CC3)S2,Z28653857,402.469,402.469,3.027,-7.05,2,4,83.98,6,https://real.enamine.net/public-enum-files/Z28653857
COC(=O)C=1SC=CC1CSC2=NN=C(C=3C=COC3C)N2C,Z1395087012,349.431,349.431,2.481,-4.765,0,3,70.15,6,https://real.enamine.net/public-enum-files/Z1395087012
O=C(NC1CC1)C=2C=CSC2NC(=O)C=3C=NC=4C=CC=CC4N3,Z872277506,338.386,338.386,2.51,-4.082,2,4,83.98,6,https://real.enamine.net/public-enum-files/Z872277506
CC=1C=C(C)N2N=CC(C3=NOC(=N3)C=4C=NC=5C=CC=CC5N4)=C2N1,Z1170088830,343.343,343.343,2.457,-3.155,0,6,94.89,2,https://real.enamine.net/public-enum-files/Z1170088830
COC=1N=C(C)C=C(C)C1CNC=2C=CC(=NN2)N3C=CC(C)=N3,Z1238970793,324.381,324.381,2.95,-3.06,1,6,77.75,5,https://real.enamine.net/public-enum-files/Z1238970793
O=C1C2=CC=NN2C=NN1CC3=NC(=NO3)C4=CC=CS4,Z1197676954,300.298,300.298,-0.024,-2.694,0,5,89.41,3,https://real.enamine.net/public-enum-files/Z1197676954
CCC(C=1C=CC=CC1)S(=O)CC2=CN3C(C)=CC=CC3=N2,Z1521588595,312.431,312.431,2.659,-3.463,0,2,34.37,5,https://real.enamine.net/public-enum-files/Z1521588595
O=C(NC1=NC=C(CC=2C=CC=CC2)S1)C=3C=NC=C(Br)C3,Z29127175,374.256,374.256,3.619,-5.011,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z29127175
CC1=CC(C)=NN1CC=2C=CC=C(C2)C3=NOC(=N3)C4CCCCN4C(=O)C5CC5C,Z1979702269,419.52,419.52,2.703,-4.6,0,4,77.05,5,https://real.enamine.net/public-enum-files/Z1979702269
OC1CC(C=2C=CC(F)=CC2)N(C1)C=3N=CN=C4C3C=NN4C=5C=CC=CC5,Z1521897980,375.4,375.4,2.85,-5.762,1,5,67.07,3,https://real.enamine.net/public-enum-files/Z1521897980
CC1=C(C=NN1C)C(=O)NC=2C=CN(CC3=CC=CC4=CC=CN=C34)N2,Z952712692,346.387,346.387,1.206,-2.86,1,4,77.63,4,https://real.enamine.net/public-enum-files/Z952712692
CC=1C=CC(=CC1)NC=2N=C(N)N=C(CN3CCC4=CC=CC=C43)N2,Z52663956,332.403,332.403,4.439,-5.603,2,6,79.96,4,https://real.enamine.net/public-enum-files/Z52663956
COC=1C=CC(=CC1)CC2=NN=C(O2)SC=3N=C(C)N=C(C)C3C,Z1425891455,342.417,342.417,2.611,-4.274,0,5,73.93,5,https://real.enamine.net/public-enum-files/Z1425891455
O=C(C1=CN(CC=2C=CC=CC2)N=N1)N3CCCC4=CC(=CC=C43)C(F)(F)F,Z339382092,386.371,386.371,3.476,-5.087,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z339382092
CN(CC=1C=CC=CC1)C(=O)C=2C=CC=CC2OCC3CCCO3,Z169536188,325.402,325.402,3.38,-4.138,0,3,38.77,7,https://real.enamine.net/public-enum-files/Z169536188
[O-][N+](=O)C=1C=CC(=CC1)C2=NC(=CO2)CN3C=C(F)C=CC3=O,Z1822539898,315.257,315.257,1.505,-3.74,0,4,89.48,4,https://real.enamine.net/public-enum-files/Z1822539898
CCN(C(=O)C=1C=NN(C1)CC2=CC=CC=C2Cl)C=3C=CC=CC3C,Z297026580,353.846,353.846,4.078,-4.808,0,2,38.13,6,https://real.enamine.net/public-enum-files/Z297026580
CN(C(=O)C1=CN(N=N1)C=2C=CC=CC2C(F)(F)F)C3CCCC=4C=CC=CC43,Z364237668,400.398,400.398,4.692,-5.4,0,3,51.02,4,https://real.enamine.net/public-enum-files/Z364237668
CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1C(=O)NC=3C=CC(F)=CC3F,Z30801524,375.8,375.8,3.447,-5.002,1,2,46.92,5,https://real.enamine.net/public-enum-files/Z30801524
NC(=O)C=1C=CC=CC1OCC=2C=CC(Cl)=C3C=CC=NC23,Z406391200,312.751,312.751,3.197,-4.823,1,3,65.21,4,https://real.enamine.net/public-enum-files/Z406391200
O=C(NC=1C=CC=CC1)C=2C=CC=C(C2)CN3CCC=4C=CC=CC4C3,Z729191410,342.435,342.435,4.537,-4.92,1,2,32.34,4,https://real.enamine.net/public-enum-files/Z729191410
COCC1=C(SC=2C=CC=C(F)C12)C(=O)N(C)CC=3C=C(C)C=CC3OC,Z95869298,387.47,387.47,4.339,-5.67,0,3,38.77,6,https://real.enamine.net/public-enum-files/Z95869298
CN1CCN(C(=O)C=2C=NN(C2)CC=3C=CC=CC3Cl)C(C1)C=4C=CC=CC4,Z169665764,394.898,394.898,4.399,-3.888,0,3,41.37,4,https://real.enamine.net/public-enum-files/Z169665764
O=C(NC=1C=CC=CC1F)C2CCN(CC2)C=3C=CC4=NN=C(N4N3)C(F)(F)F,Z216407300,408.354,408.354,1.478,-5.045,1,5,75.42,5,https://real.enamine.net/public-enum-files/Z216407300
CC1=C(C=NN1C=2C=CC=C(C2)C(F)(F)F)C(=O)NC=3C=CC=CC3F,Z240164216,363.31,363.31,3.594,-4.965,1,2,46.92,4,https://real.enamine.net/public-enum-files/Z240164216
CCN(CC1=NC=CN1CC=2C=CC=CC2)C=3C=C(C)C=CC3C,Z729618232,319.444,319.444,4.965,-3.94,0,2,21.06,6,https://real.enamine.net/public-enum-files/Z729618232
ClC=1C=CC=2C(=CC=NC2C1)SC3=NN=C4C=CC=CN34,Z31082914,312.778,312.778,3.604,-5.97,0,3,43.08,2,https://real.enamine.net/public-enum-files/Z31082914
CC1=NN(N=C1C(=O)N2CCCC=3C=CC(F)=CC32)C=4C=CC=CC4,Z431612672,336.364,336.364,4.007,-4.66,0,3,51.02,3,https://real.enamine.net/public-enum-files/Z431612672
CCC1=NC(CN2N=NC(=N2)C=3C=CC(Br)=CC3)=NO1,Z803227394,335.16,335.16,2.462,-3.425,0,5,82.52,4,
CC=1N=CC=2CCN(CC3=NC=CN3CC=4C=CC=CC4)CC2N1,Z1139232607,319.404,319.404,1.437,-1.01,0,4,46.84,4,https://real.enamine.net/public-enum-files/Z1139232607
CN(CC=1C=CC=CC1)C(=O)C2=CN(C)C=3C=CC=CC23,Z89293365,278.349,278.349,3.434,-3.56,0,1,25.24,4,https://real.enamine.net/public-enum-files/Z89293365
CC1=CC(CN(C)C(=O)C2=CN(CC=3C=CC=CC3)C=4C=CC=CC24)=NO1,Z396004482,359.422,359.422,3.2,-4.071,0,2,51.27,6,https://real.enamine.net/public-enum-files/Z396004482
CC=1C=CC(=CC1)C2=CSC(=N2)NC(=O)C=3C=CN=C(C3)N4C=NC=N4,Z730749218,362.41,362.41,2.22,-6.258,1,5,85.59,4,https://real.enamine.net/public-enum-files/Z730749218
CN(CC=1C=CC=CC1F)C(=O)C=2C=NN(C2C(F)(F)F)C=3C=CC(=O)NN3,Z317572390,395.312,395.312,0.749,-4.73,1,4,79.59,6,https://real.enamine.net/public-enum-files/Z317572390
O=C1C(=CC=CN1CC2=NN=C(O2)C=3C=CC=CC3Br)C(F)(F)F,Z335991332,400.15,400.15,1.924,-4.738,0,3,59.23,4,https://real.enamine.net/public-enum-files/Z335991332
CC1=NN=C(CSC2=NN=C(CC=3C(F)=CC=CC3Cl)O2)O1,Z1066337752,340.762,340.762,0.405,-3.983,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066337752
CCN1C(=NN=C1C=2C=CC=CC2OC)SCC3=NC(C)=C(C)O3,Z785914624,344.433,344.433,1.607,-4.184,0,4,65.97,6,https://real.enamine.net/public-enum-files/Z785914624
CC=1C=C(C)C(CSC2=NN=C(C=3C=CN=CC3)N2CC(F)(F)F)=C(C)C1,Z905331346,392.443,392.443,3.709,-7.122,0,3,43.6,6,https://real.enamine.net/public-enum-files/Z905331346
N#CC=1C=NN2C(O)=CC(CSC3=NN=C(C=4C=CC=CC4F)N3C5CC5)=NC12,Z424812562,407.426,407.426,2.32,-5.866,1,6,104.92,5,https://real.enamine.net/public-enum-files/Z424812562
CC(C)CN1N=CC=2C=C(C=NC21)C(=O)NC3=NC(=CS3)C(F)(F)F,Z966099900,369.367,369.367,2.84,-4.801,1,4,72.7,6,https://real.enamine.net/public-enum-files/Z966099900
O=C(NC=1C=CC=CC1OC=2C=CC=C(F)C2)C=3C=CN=C(C3)N4C=NC=N4,Z810786344,375.357,375.357,2.595,-6.054,1,4,81.93,6,https://real.enamine.net/public-enum-files/Z810786344
O=C(NCC1=CN(CC=2C=CC=CC2)N=C1C=3C=CC=CC3)C4CCOC4,Z875429826,361.438,361.438,2.944,-3.856,1,3,56.15,7,https://real.enamine.net/public-enum-files/Z875429826
O=C(NC1CCC2=NC=CN2C1)C3=CC=4C=CC=CC4S3,Z978950344,297.377,297.377,2.487,-3.67,1,2,46.92,3,https://real.enamine.net/public-enum-files/Z978950344
CC1=NOC(C)=C1CC(=O)NC=2C=NN(C2)CC=3C=CC=CC3,Z757944620,310.351,310.351,1.596,-1.628,1,3,72.95,6,https://real.enamine.net/public-enum-files/Z757944620
CC1=CC(CN(C)C=2N=CN=C3C2C=NN3C=4C=CC(F)=CC4)=NO1,Z373345100,338.34,338.34,2.528,-4.15,0,5,72.87,4,https://real.enamine.net/public-enum-files/Z373345100
CC1=NOC(=N1)C(C)SC2=NN=C(CC3=CC=CS3)O2,Z1066358460,308.382,308.382,0.864,-3.6,0,4,77.84,5,https://real.enamine.net/public-enum-files/Z1066358460
CC=1C=CC(=CC1)C2=NN=C(CN3C=C(C=CC3=O)C(F)(F)F)O2,Z359518184,335.281,335.281,1.831,-4.226,0,3,59.23,4,https://real.enamine.net/public-enum-files/Z359518184
O=S(CC=1C=CC=C(Cl)C1)CC=2C=CC=C3OCCOC23,Z1137997013,322.808,322.808,2.695,-4.08,0,3,35.53,4,https://real.enamine.net/public-enum-files/Z1137997013
C=1C=CN2C(=NN=C2C1)C3CCN(CC3)C=4N=CC=CN4,Z94840893,280.329,280.329,0.613,-2.634,0,5,59.21,2,https://real.enamine.net/public-enum-files/Z94840893
O=C1C(CCN1C=2C=CC(=CC2)C(F)(F)F)NC=3N=CC=CN3,Z1199275324,322.286,322.286,2.939,-4.58,1,4,58.12,4,https://real.enamine.net/public-enum-files/Z1199275324
O=C(NC=1C=CC(=CC1)OC(F)(F)F)N2CCC=3C=CC=CC3C2,Z409840944,336.309,336.309,3.722,-5.221,1,2,41.57,5,https://real.enamine.net/public-enum-files/Z409840944
CN1C(CC2=CC=CS2)=NN=C1SC3=NC=4C=CC=CC4S3,Z199930060,344.482,344.482,3.601,-5.78,0,3,43.6,4,https://real.enamine.net/public-enum-files/Z199930060
COC=1C=CC(=CC1)C2=CSC=3N=C(NC(=O)C23)C=4N=CC=CN4,Z732599104,336.37,336.37,1.89,-5.797,1,5,76.47,3,
CC1=C(C=NN1C=2C=CC(F)=CC2)C(C)NC(=O)C=3C=CC(=CC3)N(C)C,Z335382836,366.433,366.433,4,-3.96,1,3,50.16,5,https://real.enamine.net/public-enum-files/Z335382836
CC(C)CN1C(=NN=C1C2=CC=CO2)SCC=3C=CC(Cl)=C4C=CC=NC34,Z406394284,398.911,398.911,4.921,-6.845,0,3,56.74,6,https://real.enamine.net/public-enum-files/Z406394284
FC=1C=C(F)C2=C(C1)CCCN2CC3=NC(=NO3)C4=CC=CO4,Z369158470,317.291,317.291,4.092,-4.074,0,3,55.3,3,https://real.enamine.net/public-enum-files/Z369158470
CCN1C=C(C=N1)NC(=O)C2(CC2)C=3C=CC=C(C3)C(F)(F)F,Z1068314822,323.314,323.314,2.977,-2.728,1,2,46.92,6,https://real.enamine.net/public-enum-files/Z1068314822
CC1=C(N=NN1C=2C=CC=CC2)C(=O)NC=3C=CC=CC3O,Z737546058,294.309,294.309,2.22,-3.322,2,4,80.04,4,https://real.enamine.net/public-enum-files/Z737546058
CC1=NN(CN(C)CC=2C=CC=CC2)C(=S)N1C=3C=CC=CC3,Z44093216,324.445,324.445,3.671,-4.862,0,2,22.08,5,
CC1=CC(C)=NN1CC2=CC=C(O2)C(=O)NC3=CC(C)=NN3C=4C=CC=CC4F,Z996028090,393.415,393.415,3.396,-4.35,1,3,77.88,5,https://real.enamine.net/public-enum-files/Z996028090
O=C(CC=1C=CC(Cl)=CC1)N2CCCN(CC3=CSC=N3)CC2,Z1069965744,349.88,349.88,2.412,-3.031,0,3,36.44,4,https://real.enamine.net/public-enum-files/Z1069965744
CC=1OC=NC1C2=NOC(=N2)C3(CC3)C=4C=CC=CC4,Z1891539064,267.283,267.283,1.815,-2.284,0,3,64.95,3,https://real.enamine.net/public-enum-files/Z1891539064
CC1=CC=C(O1)C2=NC(=CS2)C(=O)NC=3N=CC(Br)=CC3C,Z1458947489,378.245,378.245,3.722,-4.959,1,3,68.02,4,https://real.enamine.net/public-enum-files/Z1458947489
CC=1N=CSC1C(=O)NC2=NC=C(CC=3C=C(C=CC3Cl)C(F)(F)F)S2,Z735351838,417.859,417.859,4.306,-6.29,1,3,54.88,5,https://real.enamine.net/public-enum-files/Z735351838
O=C(CN1CCN(CC=2C=CC=CC2F)CC1)N3CCCC=4C=CC=CC43,Z46506369,367.461,367.461,4.523,-3.538,0,3,26.79,4,https://real.enamine.net/public-enum-files/Z46506369
O=C(CN1CCN(CC1)C(=O)C2CC2)NC=3C=C(Cl)C=CC3Cl,Z46519860,356.247,356.247,2.381,-3.53,1,3,52.65,6,https://real.enamine.net/public-enum-files/Z46519860
CC=1C=CC=CC1N2CCN(CC(=O)NC=3C=CC(=CC3)S(=O)(=O)N4CCCC4)CC2,Z46504242,442.576,442.576,4.008,-4,1,5,72.96,5,https://real.enamine.net/public-enum-files/Z46504242
O=C(NCC1CCN(C1)C2CC2)C3CC3C=4C=CC(F)=CC4F,Z1190952071,320.378,320.378,1.792,-2.717,1,2,32.34,6,https://real.enamine.net/public-enum-files/Z1190952071
COC=1C=CC=2N=C(C=CC=3C=CC(F)=CC3)SC2C1,Z46621139,285.338,285.338,5.213,-4.29,0,2,22.12,3,https://real.enamine.net/public-enum-files/Z46621139
COC=1C=CC=C(C1)CC2CCCN2C(=O)C3CC(=O)N(C)C3,Z739616376,316.396,316.396,2.501,-2.37,0,3,49.85,5,https://real.enamine.net/public-enum-files/Z739616376
CC=1C=CC(C)=C(C1)CNC2=CC=C3N=C4CCCN4C(=O)C3=C2,Z739469514,319.401,319.401,3.822,-4.4,1,3,44.7,3,https://real.enamine.net/public-enum-files/Z739469514
CC(NC(=O)N1CCS(=O)(=O)CC1)C=2C=CC=NC2,Z1918801900,283.348,283.348,-0.859,-1.145,1,4,79.37,4,https://real.enamine.net/public-enum-files/Z1918801900
CC1=CC=C(CC(C)NC(=O)N2CCS(=O)(=O)CC2)S1,Z1241918972,316.442,316.442,1.092,-2.833,1,3,66.48,5,https://real.enamine.net/public-enum-files/Z1241918972
CC=1C=CC=C(NCC2=NC(=NO2)C(C)C)C1C,Z267176922,245.321,245.321,2.586,-3.023,1,3,50.95,4,https://real.enamine.net/public-enum-files/Z267176922
N#CC=1C=C(F)C=CC1N2CCN(CC2)C=3N=CC=CC3C(N)=O,Z1343285880,325.341,325.341,1.824,-3.831,1,5,86.25,3,https://real.enamine.net/public-enum-files/Z1343285880
CC=1NC=2C(=CC=CC2C1C)C(=O)NCC(C=3C=CC=CC3)N4CCCC4,Z339504718,361.481,361.481,4.559,-4.718,2,2,48.13,5,https://real.enamine.net/public-enum-files/Z339504718
O=C(NC1CC1)C2CCN(CC2)C(=O)C3(CC3)C=4C=CC=CC4,Z740533926,312.407,312.407,0.776,-2.58,1,2,49.41,6,https://real.enamine.net/public-enum-files/Z740533926
COCC1(O)CCN(CC1)C(=O)C=2C=CC=C(C2)N3C=CN=N3,Z1531370236,316.356,316.356,-0.169,-2.089,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z1531370236
O=C(NC=1C=C2OCOC2=CC1Cl)C3=CC=C(O3)C=4C=CC(F)=CC4,Z169847564,359.736,359.736,4.131,-6.758,1,3,60.7,4,https://real.enamine.net/public-enum-files/Z169847564
COCC1(O)CCN(CC1)C(=O)C=2C=CC(=C(C)C2)N3C=NC=N3,Z1531378075,330.382,330.382,-0.537,-3.131,1,5,80.48,5,https://real.enamine.net/public-enum-files/Z1531378075
O=C(CN1CCC(CC1)C(=O)NC2CC2)N3CCC=4C=CC=CC43,Z739984398,327.422,327.422,1.034,-2.4,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z739984398
NC(=O)C1CCN(CC1)C(=O)CN2CCCC2CC=3C=CC(F)=CC3,Z739955040,347.428,347.428,1.229,-2.33,1,3,66.64,6,https://real.enamine.net/public-enum-files/Z739955040
CC1=CC=C(S1)C(=O)N2CCN(CCCC=3C=CC=CC3)CC2,Z740065574,328.474,328.474,3.965,-4.253,0,2,23.55,6,https://real.enamine.net/public-enum-files/Z740065574
CC1=CC=C(S1)C(=O)N2CCN(CC(=O)NC=3C=CC(C)=CC3)CC2,Z62824820,357.472,357.472,3.233,-4.592,1,3,52.65,4,https://real.enamine.net/public-enum-files/Z62824820
CN1CCCC1CNCC=2C=CC=CC2OCC(=O)N3CCCC3,Z840222440,331.453,331.453,1.988,-1.938,1,4,44.81,8,https://real.enamine.net/public-enum-files/Z840222440
O=C(C1=CC=2C=C(Cl)C=CC2O1)N3CCN(CC=4C=CC=CN4)CC3,Z165062072,355.818,355.818,2.888,-4.193,0,3,49.58,4,https://real.enamine.net/public-enum-files/Z165062072
CN(C)C1CCN(CC1)S(=O)(=O)C2=CC=C3NC(=O)CCC3=C2,Z414480224,337.439,337.439,0.839,-2.11,1,4,69.72,3,https://real.enamine.net/public-enum-files/Z414480224
CN1C=C(C=N1)S(=O)(=O)NC(C=2C=CC=CC2)C(C)(C)C,Z740857066,307.413,307.413,3.033,-2.238,1,3,63.99,5,https://real.enamine.net/public-enum-files/Z740857066
O=C(NC=1C=CC=C(C1)OC2CCCC2)C=3C=CC=CC3F,Z318181766,299.34,299.34,4.03,-5.002,1,2,38.33,5,https://real.enamine.net/public-enum-files/Z318181766
CC(C)N(C)C(=O)C1CCCN(C1)C(=O)C2=CC3=CC=CC=C3N2,Z909141298,327.422,327.422,2.293,-4.14,1,2,56.41,5,https://real.enamine.net/public-enum-files/Z909141298
O=C(C1=CC=2C=CC=CC2N1)N3CCC(CC3)C(=O)N4CCCCCC4,Z102619752,353.459,353.459,1.415,-4.62,1,2,56.41,2,https://real.enamine.net/public-enum-files/Z102619752
CS(=O)(=O)N1CCCC(C1)C(=O)NCC2COC3=CC=CC=C3O2,Z243245030,354.423,354.423,1.619,-2.97,1,5,84.94,5,https://real.enamine.net/public-enum-files/Z243245030
CCC(=O)N(C)C1CCN(CC1)C=2N=CN=C3C=CC=CC23,Z1129748919,298.384,298.384,1.055,-3.75,0,4,49.33,3,https://real.enamine.net/public-enum-files/Z1129748919
